"","FIPSCode","total_votes_2016","transmitted","mail_ballots_submitted","mail_ballots_counted","JurisdictionName","rejected","State","pr2","pr3","jurisdiction","unemp_pop_16plus_percentage","below_pov_past12_percentage","households","median_household_income","total_pop","pop_16","white_count","white_percentage","nonwhite_count","nonwhite_percentage","hispanic_count","hispanic_percentage","black_count","black_percentage","native_count","native_percentage","asian_count","asian_percentage","pac_count","pac_percentage","voting_age"
"386",13073,65393,3324,3051,2892,"COLUMBIA COUNTY",159,"GA",0.917870036101083,0.0521140609636185,"Columbia County, Georgia","63.7","6","46840","76938",147295,114006.33,102337,69.5,44958,30.5,9481,6.4,24274,16.5,227,0.2,5828,4,0,0,109473
"387",13075,6120,244,223,223,"COOK COUNTY",0,"GA",0.913934426229508,0,"Cook County, Georgia","56.2","18.5","6233","38408",17184,13283.232,11148,64.9,6036,35.1,988,5.7,4711,27.4,45,0.3,109,0.6,0,0,12739
"388",13077,62420,3178,2972,2830,"COWETA COUNTY",142,"GA",0.935179358086847,0.0477792732166891,"Coweta County, Georgia","66","9","51308","70717",140516,109321.448,100370,71.4,40146,28.6,9562,6.8,24512,17.4,274,0.2,2692,1.9,21,0,105186
"389",13079,5211,272,262,253,"CRAWFORD COUNTY",9,"GA",0.963235294117647,0.0343511450381679,"Crawford County, Georgia","51.3","19","4637","43257",12344,10085.048,9068,73.5,3276,26.5,160,1.3,2978,24.1,0,0,25,0.2,0,0,9725
"390",13081,7571,392,356,336,"CRISP COUNTY",20,"GA",0.908163265306122,0.0561797752808989,"Crisp County, Georgia","56.4","25.6","8329","35096",22846,17774.188,11474,50.2,11372,49.8,749,3.3,9974,43.7,0,0,220,1,30,0.1,17167
"391",13083,6392,183,166,162,"DADE COUNTY",4,"GA",0.907103825136612,0.0240963855421687,"Dade County, Georgia","57.2","10.6","6070","44471",16227,13533.318,15216,93.8,1011,6.2,360,2.2,72,0.4,0,0,181,1.1,9,0.1,13160
"392",13085,11842,582,546,529,"DAWSON COUNTY",17,"GA",0.938144329896907,0.0311355311355311,"Dawson County, Georgia","60.5","6.8","8711","65805",23861,19470.576,22085,92.6,1776,7.40000000000001,1042,4.4,230,1,12,0.1,148,0.6,0,0,18855
"393",13087,10325,607,564,514,"DECATUR COUNTY",50,"GA",0.929159802306425,0.0886524822695035,"Decatur County, Georgia","49","21.3","10153","39148",26833,20983.406,13555,50.5,13278,49.5,1577,5.9,11160,41.6,19,0.1,90,0.3,0,0,20236
"394",13089,317975,17714,15921,15063,"DEKALB COUNTY",858,"GA",0.89878062549396,0.0538910872432636,"DeKalb County, Georgia","69.2","12.3","277757","59280",743187,586374.543,216221,29.1,526966,70.9,63736,8.6,396854,53.4,1361,0.2,45140,6.1,260,0,568921
"395",13091,7052,382,343,339,"DODGE COUNTY",4,"GA",0.897905759162304,0.0116618075801749,"Dodge County, Georgia","47","20.5","7694","35757",20919,17153.58,13660,65.3,7259,34.7,724,3.5,5868,28.1,2,0,79,0.4,0,0,16737
"396",13093,3736,182,92,88,"DOOLY COUNTY",4,"GA",0.505494505494505,0.0434782608695652,"Dooly County, Georgia","49.1","21.5","4861","35629",13905,11721.915,5929,42.6,7976,57.4,958,6.9,6824,49.1,8,0.1,15,0.1,0,0,11371
"397",13095,34139,1960,1747,1562,"DOUGHERTY COUNTY",185,"GA",0.891326530612245,0.105895821408128,"Dougherty County, Georgia","57.8","24.3","34780","37633",91049,71291.367,23379,25.7,67670,74.3,2487,2.7,62701,68.9,175,0.2,834,0.9,6,0,68948
"398",13097,58276,2662,2428,2325,"DOUGLAS COUNTY",103,"GA",0.912096168294515,0.0424217462932455,"Douglas County, Georgia","66.7","10.5","48968","62147",141840,109358.64,59484,41.9,82356,58.1,13371,9.4,63998,45.1,141,0.1,2218,1.6,1,0,104450
"399",13099,4836,427,392,350,"EARLY COUNTY",42,"GA",0.918032786885246,0.107142857142857,"Early County, Georgia","49.9","24.2","4082","31567",10348,8154.224,4720,45.6,5628,54.4,229,2.2,5266,50.9,9,0.1,57,0.6,0,0,7770
"400",13101,1184,44,42,41,"ECHOLS COUNTY",1,"GA",0.954545454545455,0.0238095238095238,"Echols County, Georgia","54.3","25.8","1559","34447",3994,3251.116,2687,67.3,1307,32.7,984,24.6,143,3.6,82,2.1,0,0,0,0,3133
"401",13103,23673,736,666,623,"EFFINGHAM COUNTY",43,"GA",0.904891304347826,0.0645645645645646,"Effingham County, Georgia","66.3","6.3","20489","65153",58689,44662.329,46190,78.7,12499,21.3,2483,4.2,7839,13.4,75,0.1,552,0.9,24,0,42957
"402",13105,8015,530,495,479,"ELBERT COUNTY",16,"GA",0.933962264150943,0.0323232323232323,"Elbert County, Georgia","53.1","15.3","7491","37943",19212,15446.448,12188,63.4,7024,36.6,1075,5.6,5854,30.5,0,0,20,0.1,0,0,15013
"403",13107,7926,415,374,337,"EMANUEL COUNTY",37,"GA",0.901204819277108,0.0989304812834225,"Emanuel County, Georgia","52","18.8","8392","34946",22499,17369.228,13355,59.4,9144,40.6,1003,4.5,7694,34.2,11,0,4,0,0,0,16843
"404",13109,3658,203,192,187,"EVANS COUNTY",5,"GA",0.945812807881773,0.0260416666666667,"Evans County, Georgia","57.3","22.7","4006","39701",10727,8152.52,6044,56.3,4683,43.7,1256,11.7,3256,30.4,1,0,91,0.8,0,0,7887
"405",13111,11930,961,885,839,"FANNIN COUNTY",46,"GA",0.920915712799168,0.0519774011299435,"Fannin County, Georgia","48.3","9.3","10461","45647",24925,21161.325,23700,95.1,1225,4.90000000000001,565,2.3,79,0.3,26,0.1,165,0.7,28,0.1,20674
"406",13113,61748,3267,2982,2758,"FAYETTE COUNTY",224,"GA",0.912764003673095,0.0751173708920188,"Fayette County, Georgia","62.2","4.5","39753","87272",111369,89317.938,70248,63.1,41121,36.9,7981,7.2,24241,21.8,136,0.1,4992,4.5,118,0.1,85298
"407",13115,34881,1507,1351,1322,"FLOYD COUNTY",29,"GA",0.896483078964831,0.0214655810510733,"Floyd County, Georgia","57.5","14.8","35633","46367",96824,76587.784,68897,71.2,27927,28.8,10422,10.8,13781,14.2,159,0.2,1441,1.5,0,0,74152
"408",13117,99283,4326,4073,3826,"FORSYTH COUNTY",247,"GA",0.941516412390199,0.0606432604959489,"Forsyth County, Georgia","68.8","4.4","73675","101743",219880,165129.88,161162,73.3,58718,26.7,20875,9.5,6915,3.1,307,0.1,25997,11.8,34,0,157730
"409",13119,8583,462,424,411,"FRANKLIN COUNTY",13,"GA",0.917748917748918,0.0306603773584906,"Franklin County, Georgia","49.8","19.7","8305","40198",22514,18303.882,18844,83.7,3670,16.3,1003,4.5,2150,9.5,16,0.1,196,0.9,0,0,17556
"410",13121,433036,26128,21625,20699,"FULTON COUNTY",926,"GA",0.827656154317208,0.0428208092485549,"Fulton County, Georgia","67.7","11.2","400016","64787",1021902,816499.698,406755,39.8,615147,60.2,74328,7.3,445992,43.6,1612,0.2,69987,6.8,206,0,791630
"411",13123,12882,713,680,653,"GILMER COUNTY",27,"GA",0.953716690042076,0.0397058823529412,"Gilmer County, Georgia","54.6","10.5","11645","49389",29922,24835.26,25753,86.1,4169,13.9,3429,11.5,90,0.3,65,0.2,142,0.5,3,0,24018
"412",13125,1401,84,73,71,"GLASCOCK COUNTY",2,"GA",0.869047619047619,0.0273972602739726,"Glascock County, Georgia","58.6","14.7","1105","41686",3009,2407.2,2628,87.3,381,12.7,49,1.6,275,9.1,15,0.5,0,0,2,0.1,2305
"413",13127,34436,2043,1782,1503,"GLYNN COUNTY",279,"GA",0.872246696035242,0.156565656565657,"Glynn County, Georgia","60.9","14.6","33777","50672",83974,67011.252,53454,63.7,30520,36.3,5578,6.6,21778,25.9,350,0.4,1048,1.2,57,0.1,65054
"414",13129,19114,648,593,578,"GORDON COUNTY",15,"GA",0.915123456790123,0.0252951096121417,"Gordon County, Georgia","60.4","16.3","20294","44313",56790,44523.36,44167,77.8,12623,22.2,8864,15.6,2219,3.9,7,0,595,1,14,0,42572
"415",13131,9298,347,345,293,"GRADY COUNTY",52,"GA",0.994236311239193,0.150724637681159,"Grady County, Georgia","57.1","17","9037","42348",24926,19367.502,14507,58.2,10419,41.8,2774,11.1,7039,28.2,124,0.5,141,0.6,83,0.3,18710
"416",13133,8976,818,745,651,"GREENE COUNTY",94,"GA",0.910757946210269,0.126174496644295,"Greene County, Georgia","47.5","14.9","7004","49755",16976,14022.176,9676,57,7300,43,1018,6,6001,35.3,0,0,171,1,3,0,13718
"417",13135,330548,22570,20154,18095,"GWINNETT COUNTY",2059,"GA",0.892955250332299,0.102163342264563,"Gwinnett County, Georgia","69.2","9","288724","67769",902298,684844.182,345876,38.3,556422,61.7,188608,20.9,239090,26.5,1221,0.1,102668,11.4,219,0,654847
"418",13137,16350,1029,978,952,"HABERSHAM COUNTY",26,"GA",0.950437317784257,0.0265848670756646,"Habersham County, Georgia","53.1","11","15195","49140",44289,35475.489,34298,77.4,9991,22.6,6401,14.5,1351,3.1,40,0.1,907,2,86,0.2,34246
"419",13139,71306,3929,3725,3564,"HALL COUNTY",161,"GA",0.948078391448206,0.0432214765100671,"Hall County, Georgia","63.2","10.8","63931","59898",195961,151085.931,119773,61.1,76188,38.9,55153,28.1,14079,7.2,297,0.2,3327,1.7,15,0,145010
"420",13141,3610,514,430,370,"HANCOCK COUNTY",60,"GA",0.836575875486381,0.13953488372093,"Hancock County, Georgia","27.9","18.8","2991","31984",8535,7391.31,2068,24.2,6467,75.8,164,1.9,6170,72.3,0,0,74,0.9,14,0.2,7327
"421",13143,11477,484,457,454,"HARALSON COUNTY",3,"GA",0.944214876033058,0.00656455142231947,"Haralson County, Georgia","56.7","13.8","11128","46353",28956,22788.372,26366,91.1,2590,8.90000000000001,455,1.6,1347,4.7,91,0.3,219,0.8,0,0,21930
"422",13145,16657,734,681,659,"HARRIS COUNTY",22,"GA",0.927792915531335,0.0323054331864905,"Harris County, Georgia","61.2","5.4","12158","74261",33590,27174.31,25875,77,7715,23,1155,3.4,5404,16.1,41,0.1,398,1.2,4,0,26243
"423",13147,10209,535,508,487,"HART COUNTY",21,"GA",0.949532710280374,0.0413385826771654,"Hart County, Georgia","50.2","13.6","10019","41358",25631,20838.003,19200,74.9,6431,25.1,952,3.7,4723,18.4,10,0,248,1,7,0,20252
"424",13149,4258,312,284,272,"HEARD COUNTY",12,"GA",0.91025641025641,0.0422535211267606,"Heard County, Georgia","57.7","12.3","4489","48094",11677,9213.153,9910,84.9,1767,15.1,312,2.7,1085,9.3,2,0,58,0.5,20,0.2,8956
"425",13151,99389,3915,3507,3358,"HENRY COUNTY",149,"GA",0.895785440613027,0.0424864556601084,"Henry County, Georgia","65.7","8.4","73826","68609",221307,171070.311,99804,45.1,121503,54.9,14739,6.7,92650,41.9,128,0.1,7337,3.3,0,0,162890
"426",13153,60446,2704,2522,2384,"HOUSTON COUNTY",138,"GA",0.932692307692308,0.0547184773988898,"Houston County, Georgia","65.2","12.5","56146","58770",151682,116795.14,86237,56.9,65445,43.1,9976,6.6,45872,30.2,498,0.3,4364,2.9,13,0,112681
"427",13155,3685,134,122,119,"IRWIN COUNTY",3,"GA",0.91044776119403,0.0245901639344262,"Irwin County, Georgia","48","15.3","3291","32339",9268,7516.348,6234,67.3,3034,32.7,135,1.5,2734,29.5,13,0.1,36,0.4,0,0,7258
"428",13157,27473,896,845,819,"JACKSON COUNTY",26,"GA",0.943080357142857,0.0307692307692308,"Jackson County, Georgia","61.7","7.7","22034","62495",65755,50565.595,53913,82,11842,18,4850,7.4,4274,6.5,81,0.1,1048,1.6,5,0,48982
"429",13159,6076,403,380,374,"JASPER COUNTY",6,"GA",0.942928039702233,0.0157894736842105,"Jasper County, Georgia","52.9","14.4","5087","43284",13784,10820.44,10184,73.9,3600,26.1,539,3.9,2881,20.9,8,0.1,36,0.3,0,0,10488
"430",13161,5126,227,215,206,"JEFF DAVIS COUNTY",9,"GA",0.947136563876652,0.0418604651162791,"Jeff Davis County, Georgia","51.9","18.6","5270","36531",14991,11318.205,10705,71.4,4286,28.6,1754,11.7,2444,16.3,0,0,39,0.3,0,0,10945
"431",13163,6987,565,525,496,"JEFFERSON COUNTY",29,"GA",0.929203539823009,0.0552380952380952,"Jefferson County, Georgia","51.2","19.1","5609","34300",15772,12444.108,6613,41.9,9159,58.1,576,3.7,8485,53.8,20,0.1,18,0.1,0,0,12012
"432",13165,3064,206,191,178,"JENKINS COUNTY",13,"GA",0.927184466019418,0.0680628272251309,"Jenkins County, Georgia","49.3","20.2","3409","27311",8827,6990.984,4945,56,3882,44,747,8.5,2937,33.3,17,0.2,109,1.2,0,0,6787
"433",13167,3686,335,276,268,"JOHNSON COUNTY",8,"GA",0.823880597014925,0.0289855072463768,"Johnson County, Georgia","57.6","16.6","3361","39813",9730,8027.25,6087,62.6,3643,37.4,229,2.4,3256,33.5,0,0,19,0.2,0,0,7801
"434",13169,12650,785,736,720,"JONES COUNTY",16,"GA",0.937579617834395,0.0217391304347826,"Jones County, Georgia","58","11.6","10510","53155",28548,22638.564,20450,71.6,8098,28.4,445,1.6,7000,24.5,56,0.2,213,0.7,0,0,21788
"435",13171,7656,388,366,350,"LAMAR COUNTY",16,"GA",0.943298969072165,0.0437158469945355,"Lamar County, Georgia","52.8","16.5","6368","41464",18513,15236.199,12028,65,6485,35,438,2.4,5392,29.1,19,0.1,149,0.8,0,0,14648
"436",13173,2896,77,66,62,"LANIER COUNTY",4,"GA",0.857142857142857,0.0606060606060606,"Lanier County, Georgia","53.4","20.6","3724","39104",10366,7940.356,7119,68.7,3247,31.3,574,5.5,2507,24.2,28,0.3,32,0.3,0,0,7724
"437",13175,19674,1279,1183,1123,"LAURENS COUNTY",60,"GA",0.924941360437842,0.0507185122569738,"Laurens County, Georgia","49.3","19.9","17183","37369",47418,36938.622,27348,57.7,20070,42.3,1241,2.6,17584,37.1,44,0.1,535,1.1,7,0,35690
"438",13177,14283,553,486,470,"LEE COUNTY",16,"GA",0.878842676311031,0.0329218106995885,"Lee County, Georgia","64","9.2","10354","65420",29348,22509.916,21178,72.2,8170,27.8,839,2.9,5921,20.2,21,0.1,758,2.6,38,0.1,21538
"439",13179,16307,671,518,478,"LIBERTY COUNTY",40,"GA",0.771982116244411,0.0772200772200772,"Liberty County, Georgia","67.7","14.7","23232","45959",62108,46084.136,24605,39.6,37503,60.4,7845,12.6,24775,39.9,232,0.4,1247,2,312,0.5,44536
"440",13181,4143,429,401,386,"LINCOLN COUNTY",15,"GA",0.934731934731935,0.0374064837905237,"Lincoln County, Georgia","53","17.7","3424","41014",7799,6465.371,5134,65.8,2665,34.2,129,1.7,2462,31.6,4,0.1,15,0.2,2,0,6279
"441",13183,4110,103,82,79,"LONG COUNTY",3,"GA",0.796116504854369,0.0365853658536585,"Long County, Georgia","59.5","14.1","5601","55439",18156,13508.064,10596,58.4,7560,41.6,2043,11.3,4259,23.5,50,0.3,180,1,95,0.5,13053
"442",13185,37441,1766,1495,1284,"LOWNDES COUNTY",211,"GA",0.846545866364666,0.141137123745819,"Lowndes County, Georgia","59.2","18.4","40472","41390",114582,89946.87,62197,54.3,52385,45.7,6345,5.5,41486,36.2,331,0.3,2114,1.8,91,0.1,87130
"443",13187,12555,605,584,525,"LUMPKIN COUNTY",59,"GA",0.965289256198347,0.101027397260274,"Lumpkin County, Georgia","61.4","9","11649","47488",31951,26838.84,28963,90.6,2988,9.40000000000001,1530,4.8,584,1.8,186,0.6,96,0.3,35,0.1,26184
"444",13189,9350,640,584,574,"MCDUFFIE COUNTY",10,"GA",0.9125,0.0171232876712329,"McDuffie County, Georgia","56.6","20.5","8103","39199",21498,16574.958,11562,53.8,9936,46.2,637,3,8655,40.3,0,0,97,0.5,195,0.9,16018
"445",13191,5945,813,650,602,"MCINTOSH COUNTY",48,"GA",0.799507995079951,0.0738461538461539,"McIntosh County, Georgia","54.1","15","6033","47114",14120,11959.64,8737,61.9,5383,38.1,139,1,4822,34.2,16,0.1,235,1.7,20,0.1,11683
"446",13193,4318,296,265,248,"MACON COUNTY",17,"GA",0.89527027027027,0.0641509433962264,"Macon County, Georgia","45","22.3","4673","31999",13480,11161.44,4389,32.6,9091,67.4,569,4.2,8168,60.6,27,0.2,63,0.5,1,0,10850
"447",13195,12107,544,540,496,"MADISON COUNTY",44,"GA",0.992647058823529,0.0814814814814815,"Madison County, Georgia","59.9","12.7","10712","51701",28900,22859.9,23814,82.4,5086,17.6,1495,5.2,2534,8.8,73,0.3,347,1.2,0,0,22232
"448",13197,2997,332,295,260,"MARION COUNTY",35,"GA",0.88855421686747,0.11864406779661,"Marion County, Georgia","54.2","17.8","3331","44309",8484,7075.656,5029,59.3,3455,40.7,603,7.1,2563,30.2,14,0.2,89,1,36,0.4,6839
"449",13199,9278,453,424,397,"MERIWETHER COUNTY",27,"GA",0.93598233995585,0.0636792452830189,"Meriwether County, Georgia","50.7","16.1","8151","36351",21113,17059.304,11892,56.3,9221,43.7,449,2.1,8136,38.5,30,0.1,132,0.6,0,0,16496
"450",13201,2559,159,152,150,"MILLER COUNTY",2,"GA",0.955974842767296,0.0131578947368421,"Miller County, Georgia","53.5","17.2","2300","42927",5836,4668.8,3981,68.2,1855,31.8,34,0.6,1769,30.3,45,0.8,0,0,0,0,4497
"451",13205,7922,677,605,570,"MITCHELL COUNTY",35,"GA",0.893648449039882,0.0578512396694215,"Mitchell County, Georgia","53.7","18.2","7889","37027",22432,17721.28,10328,46,12104,54,1016,4.5,10438,46.5,26,0.1,101,0.5,8,0,17220
"452",13207,12812,626,586,556,"MONROE COUNTY",30,"GA",0.936102236421725,0.0511945392491468,"Monroe County, Georgia","56.6","10.3","9803","54050",27010,22121.19,19396,71.8,7614,28.2,631,2.3,6302,23.3,52,0.2,251,0.9,0,0,21358
"453",13209,3592,140,126,125,"MONTGOMERY COUNTY",1,"GA",0.9,0.00793650793650794,"Montgomery County, Georgia","51.5","16.5","3039","40728",9036,7355.304,5833,64.6,3203,35.4,589,6.5,2342,25.9,20,0.2,32,0.4,0,0,7139
"454",13211,9577,408,408,373,"MORGAN COUNTY",35,"GA",1,0.0857843137254902,"Morgan County, Georgia","59.4","8.2","6656","62530",18235,14551.53,13054,71.6,5181,28.4,587,3.2,4251,23.3,37,0.2,5,0,0,0,14133
"455",13213,12556,468,364,360,"MURRAY COUNTY",4,"GA",0.777777777777778,0.010989010989011,"Murray County, Georgia","59.8","12.1","14081","45238",39557,30735.789,32787,82.9,6770,17.1,5837,14.8,424,1.1,46,0.1,152,0.4,0,0,29630
"456",13215,69339,4427,3855,3628,"MUSCOGEE COUNTY",227,"GA",0.870792861983284,0.0588845654993515,"Muscogee County, Georgia","61.7","16.1","72924","45389",196670,153009.26,80045,40.7,116625,59.3,14858,7.6,88840,45.2,777,0.4,4783,2.4,329,0.2,147885
"457",13217,44362,2240,2046,1961,"NEWTON COUNTY",85,"GA",0.913392857142857,0.041544477028348,"Newton County, Georgia","62.6","14.5","36626","53309",106497,81470.205,50708,47.6,55789,52.4,5733,5.4,46165,43.3,169,0.2,1132,1.1,84,0.1,78090
"458",13219,20467,962,955,847,"OCONEE COUNTY",108,"GA",0.992723492723493,0.113089005235602,"Oconee County, Georgia","65.6","4.9","13093","88308",37017,28577.124,31307,84.6,5710,15.4,1804,4.9,2005,5.4,15,0,1517,4.1,2,0,27083
"459",13221,6750,381,370,366,"OGLETHORPE COUNTY",4,"GA",0.971128608923885,0.0108108108108108,"Oglethorpe County, Georgia","58.6","13.5","5621","44927",14784,12004.608,11198,75.7,3586,24.3,647,4.4,2623,17.7,24,0.2,64,0.4,0,0,11612
"460",13223,65596,3471,3264,3055,"PAULDING COUNTY",209,"GA",0.940363007778738,0.064031862745098,"Paulding County, Georgia","67.4","7.4","52389","66467",155840,119217.6,112322,72.1,43518,27.9,9491,6.1,28348,18.2,452,0.3,1353,0.9,46,0,113794
"461",13225,10822,468,404,363,"PEACH COUNTY",41,"GA",0.863247863247863,0.101485148514851,"Peach County, Georgia","53.6","18.1","10103","42802",26966,21842.46,12387,45.9,14579,54.1,2018,7.5,12015,44.6,32,0.1,271,1,31,0.1,21170
"462",13227,14166,353,322,262,"PICKENS COUNTY",60,"GA",0.912181303116147,0.186335403726708,"Pickens County, Georgia","58","5.7","11841","64512",30832,25158.912,26906,87.3,3926,12.7,945,3.1,409,1.3,217,0.7,136,0.4,13,0,24470
"463",13229,7358,385,360,350,"PIERCE COUNTY",10,"GA",0.935064935064935,0.0277777777777778,"Pierce County, Georgia","54.9","19","7072","44167",19164,14909.592,16113,84.1,3051,15.9,966,5,1832,9.6,59,0.3,0,0,0,0,14348
"464",13231,8787,379,358,351,"PIKE COUNTY",7,"GA",0.944591029023747,0.0195530726256983,"Pike County, Georgia","57.6","9.2","6106","58765",18082,14411.354,15695,86.8,2387,13.2,279,1.5,1808,10,0,0,65,0.4,0,0,13762
"465",13233,14291,517,510,462,"POLK COUNTY",48,"GA",0.986460348162476,0.0941176470588235,"Polk County, Georgia","59.5","14.4","15011","43491",41621,32256.275,29970,72,11651,28,5463,13.1,5082,12.2,0,0,155,0.4,10,0,30828
"466",13235,3617,243,212,203,"PULASKI COUNTY",9,"GA",0.872427983539095,0.0424528301886792,"Pulaski County, Georgia","40","21.5","3817","38770",11295,9736.29,6721,59.5,4574,40.5,463,4.1,3908,34.6,17,0.2,10,0.1,0,0,9306
"467",13237,9568,797,749,596,"PUTNAM COUNTY",153,"GA",0.939774153074028,0.204272363150868,"Putnam County, Georgia","55","8.9","8660","51245",21503,17653.963,14084,65.5,7419,34.5,1381,6.4,5626,26.2,2,0,139,0.6,0,0,17101
"468",13239,1053,58,55,55,"QUITMAN COUNTY",0,"GA",0.948275862068966,0,"Quitman County, Georgia","47.5","22.8","934","30000",2276,1891.356,876,38.5,1400,61.5,6,0.3,1192,52.4,0,0,138,6.1,5,0.2,1855
"469",13241,8108,1009,955,904,"RABUN COUNTY",51,"GA",0.946481665014866,0.0534031413612565,"Rabun County, Georgia","45.7","14.5","6563","40902",16457,14054.278,14315,87,2142,13,1331,8.1,280,1.7,91,0.6,170,1,0,0,13667
"470",13243,2866,203,188,186,"RANDOLPH COUNTY",2,"GA",0.926108374384236,0.0106382978723404,"Randolph County, Georgia","49.1","28.9","2616","30914",7087,5322.337,2474,34.9,4613,65.1,96,1.4,4406,62.2,0,0,0,0,0,0,5263
"471",13245,76192,4844,4367,4228,"RICHMOND COUNTY",139,"GA",0.901527663088357,0.031829631325853,"Richmond County, Georgia","60","18.3","72165","40644",201463,159558.696,70649,35.1,130814,64.9,9759,4.8,112216,55.7,451,0.2,3646,1.8,428,0.2,154550
"472",13247,38198,1685,1462,1387,"ROCKDALE COUNTY",75,"GA",0.867655786350148,0.0512995896032832,"Rockdale County, Georgia","61.4","12.4","30521","57049",89011,69339.569,29491,33.1,59520,66.9,9038,10.2,46459,52.2,95,0.1,1743,2,319,0.4,66448
"473",13249,1929,97,90,86,"SCHLEY COUNTY",4,"GA",0.927835051546392,0.0444444444444444,"Schley County, Georgia","59.5","20.7","1877","41276",5211,4179.222,3380,64.9,1831,35.1,268,5.1,1545,29.6,0,0,0,0,0,0,3977
"474",13251,5759,204,185,183,"SCREVEN COUNTY",2,"GA",0.906862745098039,0.0108108108108108,"Screven County, Georgia","52.6","18.2","5257","37588",13990,11289.93,7624,54.5,6366,45.5,276,2,5868,41.9,31,0.2,100,0.7,0,0,10941
"475",13253,3613,189,168,168,"SEMINOLE COUNTY",0,"GA",0.888888888888889,0,"Seminole County, Georgia","45.3","22.3","3325","34338",8437,6842.407,5196,61.6,3241,38.4,260,3.1,2779,32.9,0,0,67,0.8,0,0,6622
"476",13255,25908,1312,1180,1046,"SPALDING COUNTY",134,"GA",0.899390243902439,0.113559322033898,"Spalding County, Georgia","53.2","16.8","24137","42671",64719,50610.258,38210,59,26509,41,2860,4.4,21697,33.5,282,0.4,627,1,19,0,49212
"477",13257,9916,692,635,616,"STEPHENS COUNTY",19,"GA",0.917630057803468,0.0299212598425197,"Stephens County, Georgia","55.1","10.8","9468","43416",25676,20592.152,21210,82.6,4466,17.4,843,3.3,2876,11.2,40,0.2,84,0.3,2,0,19932
"478",13259,2098,422,378,355,"STEWART COUNTY",23,"GA",0.895734597156398,0.0608465608465608,"Stewart County, Georgia","31","29.5","1826","25385",6042,5359.254,1488,24.6,4554,75.4,1040,17.2,3269,54.1,9,0.1,148,2.4,0,0,5245
"479",13261,11055,951,850,715,"SUMTER COUNTY",135,"GA",0.893796004206099,0.158823529411765,"Sumter County, Georgia","54.4","21.7","11758","36205",30352,24008.432,12001,39.5,18351,60.5,1644,5.4,15936,52.5,18,0.1,359,1.2,0,0,23295
"480",13263,3266,633,562,547,"TALBOT COUNTY",15,"GA",0.88783570300158,0.0266903914590747,"Talbot County, Georgia","50.7","13.4","2766","36213",6378,5434.056,2583,40.5,3795,59.5,48,0.8,3687,57.8,2,0,33,0.5,0,0,5260
"481",13265,903,125,111,104,"TALIAFERRO COUNTY",7,"GA",0.888,0.0630630630630631,"Taliaferro County, Georgia","43.7","19.8","612","31797",1665,1463.535,549,33,1116,67,26,1.6,1078,64.7,0,0,8,0.5,0,0,1423
"482",13267,6973,673,610,558,"TATTNALL COUNTY",52,"GA",0.906389301634473,0.0852459016393443,"Tattnall County, Georgia","39.3","16.7","8237","38034",25353,20764.107,14750,58.2,10603,41.8,2779,11,7375,29.1,50,0.2,63,0.2,5,0,20114
"483",13269,3427,359,313,291,"TAYLOR COUNTY",22,"GA",0.871866295264624,0.0702875399361022,"Taylor County, Georgia","50.5","22.3","3437","33442",8193,6701.874,4692,57.3,3501,42.7,208,2.5,3150,38.4,0,0,124,1.5,0,0,6499
"484",13271,3814,449,443,338,"TELFAIR COUNTY",105,"GA",0.986636971046771,0.237020316027088,"Telfair County, Georgia","37.1","25","4931","30288",16115,13601.06,7922,49.2,8193,50.8,1893,11.7,6188,38.4,9,0.1,5,0,0,0,13372
"485",13273,4235,338,312,261,"TERRELL COUNTY",51,"GA",0.923076923076923,0.163461538461538,"Terrell County, Georgia","51.8","28.2","3247","38015",8859,7096.059,3149,35.5,5710,64.5,242,2.7,5195,58.6,4,0,203,2.3,0,0,6795
"486",13275,18977,962,881,827,"THOMAS COUNTY",54,"GA",0.915800415800416,0.0612939841089671,"Thomas County, Georgia","57.9","17.1","17352","40112",44730,35113.05,25758,57.6,18972,42.4,1651,3.7,16234,36.3,51,0.1,58,0.1,16,0,33974
"487",13277,14319,630,564,532,"TIFT COUNTY",32,"GA",0.895238095238095,0.0567375886524823,"Tift County, Georgia","59.5","18.7","15058","42790",40510,31395.25,22753,56.2,17757,43.8,4661,11.5,12154,30,36,0.1,576,1.4,14,0,30443
"488",13279,9205,720,659,607,"TOOMBS COUNTY",52,"GA",0.915277777777778,0.078907435508346,"Toombs County, Georgia","57.3","17.1","10403","36575",27048,20610.576,16321,60.3,10727,39.7,3133,11.6,6918,25.6,4,0,247,0.9,0,0,19832
"489",13281,6835,436,417,408,"TOWNS COUNTY",9,"GA",0.956422018348624,0.0215827338129496,"Towns County, Georgia","44.6","11.3","4777","43927",11417,10138.296,10805,94.6,612,5.40000000000001,140,1.2,135,1.2,64,0.6,77,0.7,0,0,9943
"490",13283,2724,182,174,172,"TREUTLEN COUNTY",2,"GA",0.956043956043956,0.0114942528735632,"Treutlen County, Georgia","49.8","13.9","2641","37606",6777,5374.161,4806,70.9,1971,29.1,122,1.8,1833,27,0,0,0,0,0,0,5195
"491",13285,26335,1430,1292,1227,"TROUP COUNTY",65,"GA",0.903496503496503,0.0503095975232198,"Troup County, Georgia","59.7","16.6","24843","43850",69774,54214.398,39555,56.7,30219,43.3,2563,3.7,24770,35.5,59,0.1,1384,2,0,0,52457
