FIPSCode,State,transmitted,counted,rejected
1718563000,IL,1179,936,2
1718700000,IL,352,318,0
1718900000,IL,249,225,0
1719100000,IL,226,216,0
1719300000,IL,0,NA,NA
1719500000,IL,1498,1346,0
1719700000,IL,28995,25630,160
1719900000,IL,1604,1426,23
1720100000,IL,3534,3115,0
1720300000,IL,751,686,7
1722255000,IL,3820,3137,54
1728326000,IL,864,758,7
1800100000,IN,6161,6158,3
1800300000,IN,42617,41709,823
1800500000,IN,16161,15993,144
1800700000,IN,946,339,605
1800900000,IN,2472,2444,25
1801100000,IN,22030,21869,153
1801300000,IN,3048,3002,36
1801500000,IN,4161,4121,12
1801700000,IN,9615,9583,28
1801900000,IN,9766,9512,222
1802100000,IN,4277,4242,27
1802300000,IN,8477,5982,2485
1802500000,IN,993,870,71
1802700000,IN,3216,3172,42
1802900000,IN,4034,3801,215
1803100000,IN,3052,3032,18
1803300000,IN,5885,5846,35
1803500000,IN,10239,9948,247
1803700000,IN,10241,10194,47
1803900000,IN,17705,17377,230
1804100000,IN,3820,3556,264
1804300000,IN,20752,20557,160
1804500000,IN,1470,1417,35
1804700000,IN,1895,1790,97
1804900000,IN,3043,2844,197
1805100000,IN,4934,4863,61
1805300000,IN,8531,8177,323
1805500000,IN,4181,4130,45
1805700000,IN,54225,53055,1122
1805900000,IN,25346,25256,75
1806100000,IN,4300,4232,50
1806300000,IN,28619,28384,227
1806500000,IN,5264,5144,78
1806700000,IN,27137,26668,327
1806900000,IN,9046,8992,54
1807100000,IN,5130,5006,120
1807300000,IN,2649,2595,52
1807500000,IN,3089,3073,16
1807700000,IN,3702,3601,71
1807900000,IN,2859,2677,162
1808100000,IN,38284,37977,259
1808300000,IN,4599,4489,106
1808500000,IN,6985,6077,884
1808700000,IN,1900,1852,32
1808900000,IN,57548,56611,933
1809100000,IN,11913,11606,249
1809300000,IN,7334,7059,263
1809500000,IN,11150,10843,305
1809700000,IN,70081,67315,2095
1809900000,IN,5846,5667,117
1810100000,IN,1417,1377,27
1810300000,IN,8862,8834,27
1810500000,IN,30661,30275,376
1810700000,IN,10456,10427,29
1810900000,IN,15981,15844,121
1811100000,IN,794,781,13
1811300000,IN,7675,7619,54
1811500000,IN,1118,1014,72
1811700000,IN,1881,1808,67
1811900000,IN,3794,3770,24
1812100000,IN,1934,1919,9
1812300000,IN,3427,3346,73
1812500000,IN,1963,1774,182
1812700000,IN,21074,20739,270
1812900000,IN,4998,4056,932
1813100000,IN,2103,2094,8
1813300000,IN,4240,4197,35
1813500000,IN,2282,2042,240
1813700000,IN,2100,2000,70
1813900000,IN,2002,1947,27
1814100000,IN,27003,26491,500
1814300000,IN,2397,2214,166
1814500000,IN,5781,5713,56
1814700000,IN,3051,2975,70
1814900000,IN,2494,2450,44
1815100000,IN,3732,3685,36
1815300000,IN,2047,1994,47
1815500000,IN,3545,2536,977
1815700000,IN,30824,30442,245
1815900000,IN,2146,2076,64
1816100000,IN,965,954,6
1816300000,IN,36729,36215,452
1816500000,IN,1741,1618,57
1816700000,IN,24098,23881,169
1816900000,IN,5892,5870,20
1817100000,IN,1087,1072,11
1817300000,IN,7980,7858,108
1817500000,IN,2288,2195,77
1817700000,IN,16420,16323,95
1817900000,IN,8003,7977,26
1818100000,IN,3343,3045,292
1818300000,IN,5352,5301,48
2000100000,KS,520,464,22
2000300000,KS,280,255,5
2000500000,KS,477,421,16
2000700000,KS,191,177,0
2000900000,KS,700,587,10
2001100000,KS,495,421,5
2001300000,KS,309,287,8
2001500000,KS,3623,3220,155
2001700000,KS,183,167,0
2001900000,KS,214,183,0
2002100000,KS,976,886,4
2002300000,KS,110,106,0
2002500000,KS,135,120,1
2002700000,KS,425,358,2
2002900000,KS,319,288,3
2003100000,KS,334,312,8
2003300000,KS,72,47,18
2003500000,KS,1669,1379,68
2003700000,KS,1755,1521,72
2003900000,KS,144,138,142
2004100000,KS,640,562,32
2004300000,KS,264,240,12
2004500000,KS,7433,6876,180
2004700000,KS,76,68,0
2004900000,KS,274,266,2
2005100000,KS,1154,1061,28
2005300000,KS,184,166,5
2005500000,KS,503,437,8
2005700000,KS,914,819,26
2005900000,KS,664,548,23
2006100000,KS,575,480,13
2006300000,KS,148,132,8
2006500000,KS,111,103,4
2006700000,KS,153,135,2
2006900000,KS,181,164,2
2007100000,KS,43,37,2
2007300000,KS,235,222,6
2007500000,KS,81,73,0
2007700000,KS,368,347,0
2007900000,KS,1920,1618,51
2008100000,KS,64,57,1
2008300000,KS,83,78,2
2008500000,KS,563,497,4
2008700000,KS,627,575,4
2008900000,KS,281,269,0
2009100000,KS,53041,46856,2149
2009300000,KS,99,89,3
2009500000,KS,397,365,4
2009700000,KS,177,169,3
2009900000,KS,596,493,17
2010100000,KS,76,72,1
2010300000,KS,3963,3750,40
2010500000,KS,183,174,1
2010700000,KS,227,207,0
2010900000,KS,329,290,0
2011100000,KS,646,571,19
2011300000,KS,740,620,13
2011500000,KS,478,424,11
2011700000,KS,442,412,9
2011900000,KS,143,137,0
2012100000,KS,1631,1473,103
2012300000,KS,274,261,5
2012500000,KS,817,717,13
2012700000,KS,536,504,3
2012900000,KS,99,81,4
2013100000,KS,452,412,0
2013300000,KS,364,315,8
2013500000,KS,154,142,1
2013700000,KS,236,202,7
2013900000,KS,653,579,5
2014100000,KS,128,115,5
2014300000,KS,220,202,4
2014500000,KS,245,226,1
2014700000,KS,172,159,5
2014900000,KS,1145,1034,35
2015100000,KS,236,224,2
2015300000,KS,146,139,0
2015500000,KS,2149,1937,29
2015700000,KS,265,241,0
2015900000,KS,329,288,8
2016100000,KS,1485,1304,8
2016300000,KS,163,142,7
2016500000,KS,132,116,11
2016700000,KS,282,257,8
2016900000,KS,1731,1529,36
2017100000,KS,154,141,2
2017300000,KS,65016,59930,731
2017500000,KS,238,198,6
2017700000,KS,7945,7067,120
2017900000,KS,154,135,11
2018100000,KS,211,191,7
2018300000,KS,175,160,5
2018500000,KS,336,307,8
2018700000,KS,64,60,2
2018900000,KS,131,106,11
2019100000,KS,1221,1101,19
2019300000,KS,623,573,8
2019500000,KS,146,138,3
2019700000,KS,418,373,29
2019900000,KS,87,79,0
2020100000,KS,394,367,4
2020300000,KS,57,54,2
2020500000,KS,357,324,8
2020700000,KS,136,124,3
2020900000,KS,12996,11878,100
2100100000,KY,158,133,14
2100300000,KY,172,151,9
2100500000,KY,191,166,3
2100700000,KY,64,60,0
2100900000,KY,382,332,17
2101100000,KY,200,190,8
2101300000,KY,321,283,13
2101500000,KY,1397,1154,68
2101700000,KY,201,188,2
2101900000,KY,764,720,15
2102100000,KY,265,223,16
2102300000,KY,127,112,8
2102500000,KY,129,114,7
2102700000,KY,203,166,17
2102900000,KY,479,412,20
2103100000,KY,119,113,1
2103300000,KY,150,136,1
2103500000,KY,432,361,18
2103700000,KY,1019,895,30
2103900000,KY,62,51,5
2104100000,KY,97,80,4
2104300000,KY,268,249,7
2104500000,KY,122,113,0
2104700000,KY,600,454,22
2104900000,KY,259,225,14
2105100000,KY,157,143,0
2105300000,KY,207,187,4
2105500000,KY,92,63,8
2105700000,KY,107,90,7
2105900000,KY,1005,865,46
2106100000,KY,98,91,3
2106300000,KY,53,48,0
2106500000,KY,217,192,13
2106700000,KY,4013,3160,437
2106900000,KY,170,162,3
2107100000,KY,353,321,16
2107300000,KY,448,384,7
2107500000,KY,75,55,5
2107700000,KY,70,51,14
2107900000,KY,132,132,0
2108100000,KY,171,160,0
2108300000,KY,294,250,20
2108500000,KY,247,212,9
2108700000,KY,179,171,0
2108900000,KY,372,335,8
2109100000,KY,78,72,2
2109300000,KY,1148,897,17
2109500000,KY,204,181,6
2109700000,KY,228,206,1
2109900000,KY,176,159,6
2110100000,KY,440,376,28
2110300000,KY,92,78,5
2110500000,KY,47,44,2
2110700000,KY,414,360,12
2110900000,KY,186,166,9
2111100000,KY,5172,4161,179
2111300000,KY,521,414,19
2111500000,KY,227,202,3
2111700000,KY,2299,1870,195
2111900000,KY,135,123,4
2112100000,KY,234,214,4
2112300000,KY,155,131,9
2112500000,KY,791,738,12
2112700000,KY,130,116,7
2112900000,KY,86,74,9
2113100000,KY,125,113,5
2113300000,KY,166,153,0
2113500000,KY,102,98,1
2113700000,KY,233,208,3
2113900000,KY,90,85,3
2114100000,KY,136,107,12
2114300000,KY,137,118,5
2114500000,KY,806,584,113
2114700000,KY,162,132,24
2114900000,KY,87,80,2
2115100000,KY,802,677,46
2115300000,KY,164,154,2
2115500000,KY,198,178,7
2115700000,KY,300,268,14
2115900000,KY,118,112,2
2116100000,KY,199,163,21
2116300000,KY,225,178,17
2116500000,KY,162,154,3
2116700000,KY,196,167,12
2116900000,KY,132,124,3
2117100000,KY,121,102,9
2117300000,KY,200,182,0
2117500000,KY,144,136,2
2117700000,KY,359,309,23
2117900000,KY,409,347,34
2118100000,KY,115,108,5
2118300000,KY,213,175,18
2118500000,KY,744,593,34
2118700000,KY,107,93,9
2118900000,KY,86,81,2
2119100000,KY,172,156,5
2119300000,KY,225,211,4
2119500000,KY,377,312,42
2119700000,KY,150,126,4
2119900000,KY,596,544,14
2120100000,KY,53,48,2
2120300000,KY,173,165,0
2120500000,KY,202,176,17
2120700000,KY,213,168,31
2120900000,KY,429,365,7
2121100000,KY,390,321,20
2121300000,KY,134,117,3
2121500000,KY,122,98,5
2121700000,KY,285,251,12
2121900000,KY,92,79,11
2122100000,KY,147,116,11
2122300000,KY,70,59,3
2122500000,KY,120,112,0
2122700000,KY,1026,873,32
2122900000,KY,129,109,7
2123100000,KY,195,172,8
2123300000,KY,101,94,0
2123500000,KY,361,325,13
2123700000,KY,46,44,0
2123900000,KY,269,212,15
2200100000,LA,1169,799,62
2200300000,LA,280,195,9
2200500000,LA,1059,818,50
2200700000,LA,238,175,2
2200900000,LA,476,308,34
2201100000,LA,726,562,0
2201300000,LA,355,304,1
2201500000,LA,2999,2513,93
2201700000,LA,5950,4942,126
2201900000,LA,2305,1836,54
2202100000,LA,287,212,9
2202300000,LA,413,293,19
2202500000,LA,319,250,0
2202700000,LA,288,225,12
2202900000,LA,335,204,23
2203100000,LA,598,484,9
2203300000,LA,7290,5413,219
2203500000,LA,170,82,16
2203700000,LA,664,488,26
2203900000,LA,422,243,27
2204100000,LA,432,315,17
2204300000,LA,493,415,4
2204500000,LA,1129,865,36
2204700000,LA,564,402,34
2204900000,LA,267,216,1
2205100000,LA,5673,4275,189
2205300000,LA,629,512,22
2205500000,LA,2827,2243,58
2205700000,LA,594,422,54
2205900000,LA,342,263,5
2206100000,LA,713,556,25
2206300000,LA,1824,1492,10
2206500000,LA,469,333,17
2206700000,LA,643,558,8
2206900000,LA,806,609,33
2207100000,LA,7511,4804,285
2207300000,LA,2336,1827,50
2207500000,LA,172,147,2
2207700000,LA,513,337,28
2207900000,LA,2753,2048,100
2208100000,LA,386,299,0
2208300000,LA,538,390,28
2208500000,LA,376,245,56
2208700000,LA,312,215,8
2208900000,LA,796,572,22
2209100000,LA,410,297,6
2209300000,LA,461,356,4
2209500000,LA,503,332,58
2209700000,LA,1347,1035,0
2209900000,LA,951,724,10
2210100000,LA,685,533,12
2210300000,LA,5099,3979,83
2210500000,LA,1552,1250,49
2210700000,LA,428,304,13
2210900000,LA,938,668,72
2211100000,LA,290,238,7
2211300000,LA,753,627,0
2211500000,LA,600,469,10
2211700000,LA,613,453,0
2211900000,LA,736,567,45
2212100000,LA,435,290,2
2212300000,LA,319,245,9
2212500000,LA,183,132,8
2212700000,LA,376,271,0
2500103600,MA,1648,1461,58
2500107175,MA,584,510,24
2500107980,MA,653,605,10
2500112995,MA,535,486,12
2500116775,MA,642,592,11
2500119295,MA,305,283,9
2500123105,MA,1454,1273,46
2500129020,MA,721,648,0
2500139100,MA,635,562,29
2500151440,MA,409,366,15
2500155500,MA,346,331,4
2500159735,MA,968,873,37
2500170605,MA,183,176,1
2500174385,MA,197,183,6
2500182525,MA,1067,953,12
2500300555,MA,197,180,4
2500300975,MA,0,0,0
2500304545,MA,65,59,0
2500313345,MA,69,58,0
2500314010,MA,39,34,0
2500316180,MA,234,214,9
2500321360,MA,79,64,5
2500324120,MA,0,0,0
2500326815,MA,252,210,12
2500328180,MA,26,25,0
2500330315,MA,71,49,0
2500334340,MA,77,75,0
2500334655,MA,153,126,3
2500334970,MA,371,328,4
2500342460,MA,76,68,0
2500343300,MA,6,6,0
2500344385,MA,0,0,NA
2500345420,MA,60,52,0
2500346225,MA,262,227,11
2500351580,MA,66,60,2
2500353050,MA,20,20,0
2500353960,MA,1136,998,28
2500356795,MA,105,91,6
2500359665,MA,63,46,3
2500360225,MA,0,0,0
2500361065,MA,121,113,1
2500367595,MA,99,89,0
2500371095,MA,35,30,0
2500373335,MA,12,12,0
2500377990,MA,75,69,0
2500379985,MA,320,289,11
2500380685,MA,19,16,0
2500500520,MA,137,127,2
2500502690,MA,833,729,19
2500505280,MA,127,103,12
2500516425,MA,723,641,32
2500516950,MA,160,141,1
2500520100,MA,638,492,29
2500522130,MA,397,367,1
2500523000,MA,1142,985,10
2500525240,MA,165,145,8
2500538225,MA,771,692,35
2500545000,MA,1042,920,37
2500546575,MA,658,563,7
2500549970,MA,493,406,9
2500556060,MA,330,278,0
2500556375,MA,261,237,12
2500560645,MA,299,246,2
2500562430,MA,580,529,5
2500568750,MA,303,277,7
2500569170,MA,935,844,21
2500577570,MA,392,357,1
2500701585,MA,61,59,0
2500713800,MA,154,140,7
2500721150,MA,294,262,7
2500726325,MA,48,47,0
2500750390,MA,0,0,0
2500769940,MA,244,222,0
2500778235,MA,234,217,9
2500901185,MA,498,451,10
2500901465,MA,1498,1275,89
2500905595,MA,1127,1035,28
2500907420,MA,552,482,7
2500916250,MA,836,708,38
2500921850,MA,119,101,1
2500925625,MA,265,227,13
2500926150,MA,830,771,13
2500927620,MA,235,216,0
2500927900,MA,316,274,11
2500929405,MA,1144,930,36
2500932310,MA,574,513,23
2500934550,MA,854,703,32
2500937490,MA,1485,1338,33
2500937560,MA,520,469,15
2500937995,MA,295,258,10
2500938400,MA,886,744,54
2500940430,MA,196,170,0
2500940710,MA,1100,933,47
2500941095,MA,305,262,1
2500943580,MA,145,128,1
2500945175,MA,279,254,13
2500945245,MA,864,753,11
2500946365,MA,1365,1187,9
2500952490,MA,1260,1123,21
2500957880,MA,339,313,12
2500958405,MA,190,155,4
2500959105,MA,781,697,19
2500959245,MA,223,201,1
2500960015,MA,543,477,8
2500968645,MA,575,483,29
2500970150,MA,366,325,12
2500974595,MA,224,190,2
2500977150,MA,214,189,5
2501102095,MA,80,71,3
2501105560,MA,62,56,4
2501109595,MA,49,42,2
2501112505,MA,40,37,1
2501114885,MA,55,48,2
2501115200,MA,76,64,0
2501116670,MA,138,127,5
2501121780,MA,22,18,1
2501125730,MA,32,29,0
2501127025,MA,496,438,8
2501129475,MA,0,0,0
2501129650,MA,23,19,1
2501135180,MA,59,37,0
2501135285,MA,1,0,0
2501142040,MA,0,0,0
2501142285,MA,187,175,1
2501145490,MA,16,13,0
2501147835,MA,108,96,2
2501151265,MA,98,80,3
2501158335,MA,24,20,0
2501161135,MA,62,59,0
2501161905,MA,88,75,0
2501168400,MA,58,50,2
2501173265,MA,18,17,0
2501174525,MA,32,30,0
2501179110,MA,48,41,0
2501300765,MA,803,725,0
2501306085,MA,25,20,0
2501308470,MA,0,0,0
2501313485,MA,26,18,1
2501313660,MA,797,710,0
2501319645,MA,704,630,7
2501326675,MA,0,0,0
2501328075,MA,120,102,1
2501330665,MA,30,28,0
2501330840,MA,769,664,12
2501336300,MA,1083,938,24
2501337175,MA,340,303,2
2501342145,MA,137,127,4
2501342530,MA,0,0,0
2501352105,MA,223,203,1
2501358650,MA,0,0,0
2501365825,MA,245,222,6
2501367000,MA,1662,1347,64
2501370045,MA,17,10,0
2501372390,MA,75,49,1
2501376030,MA,859,773,16
2501377850,MA,575,522,12
2501379740,MA,477,429,12
2501501325,MA,718,632,36
2501504825,MA,428,374,15
2501513590,MA,21,20,0
2501516040,MA,31,28,2
2501519330,MA,315,295,5
2501526290,MA,24,22,0
2501526535,MA,139,121,5
2501527690,MA,231,195,8
2501529265,MA,82,76,0
2501531785,MA,0,0,0
2501540990,MA,24,22,0
2501546330,MA,913,756,37
2501552560,MA,58,53,1
2501554030,MA,12,12,0
2501562745,MA,135,121,0
2501564145,MA,518,474,4
2501572880,MA,206,188,6
2501576380,MA,61,59,1
2501579915,MA,71,57,0
2501582175,MA,0,0,0
2501700380,MA,1207,1026,18
2501701605,MA,1563,1368,35
2501701955,MA,94,83,0
2501702130,MA,478,425,20
2501703005,MA,228,208,1
2501704615,MA,528,527,0
2501705070,MA,938,803,38
2501705805,MA,913,809,19
2501707350,MA,262,225,2
2501709840,MA,911,786,9
2501711000,MA,2610,2258,33
2501711525,MA,305,249,7
2501713135,MA,1276,1175,26
2501715060,MA,901,766,26
2501717475,MA,540,497,6
2501717825,MA,144,125,4
2501721990,MA,537,462,5
2501724925,MA,1754,1425,74
2501727480,MA,484,423,19
2501730700,MA,562,486,6
2501731085,MA,681,564,32
2501731540,MA,459,410,20
2501735215,MA,1530,1306,78
2501735425,MA,313,275,7
2501735950,MA,326,268,0
2501737000,MA,1229,988,44
2501737875,MA,920,797,40
2501738715,MA,1225,1112,35
2501739625,MA,231,208,0
2501739835,MA,1263,1070,0
2501740115,MA,786,669,19
2501743895,MA,1234,1080,48
2501745560,MA,3379,2826,156
2501748955,MA,445,384,22
2501752805,MA,393,343,10
2501756130,MA,903,775,24
2501761380,MA,179,145,14
2501761590,MA,121,110,0
2501762535,MA,1444,1178,21
2501767665,MA,878,783,27
2501768050,MA,371,348,12
2501768260,MA,1020,859,71
2501769415,MA,913,789,38
2501770360,MA,249,225,10
2501771025,MA,291,262,8
2501772215,MA,616,507,22
2501772600,MA,1181,1066,5
2501773440,MA,854,738,24
2501773790,MA,847,692,22
2501776135,MA,954,797,54
2501777255,MA,794,655,22
2501780230,MA,663,580,14
2501780510,MA,1075,913,29
2501781035,MA,1002,914,20
2501943790,MA,619,509,30
2502102935,MA,66,58,2
2502104930,MA,303,34,0
2502107665,MA,937,787,21
2502109175,MA,2256,1826,3
2502111315,MA,889,772,18
2502114640,MA,368,313,8
2502116495,MA,1067,899,50
2502117405,MA,397,332,10
2502124820,MA,464,408,17
2502125100,MA,1160,1025,32
2502130455,MA,272,240,2
2502139765,MA,571,454,40
2502139975,MA,467,381,8
2502141515,MA,349,305,0
2502141690,MA,963,829,44
2502144105,MA,1479,1225,49
2502146050,MA,390,330,13
2502150250,MA,790,690,10
2502154100,MA,214,190,7
2502155745,MA,1848,1628,29
2502155955,MA,505,440,18
2502160785,MA,688,598,41
2502167945,MA,586,489,6
2502172495,MA,758,664,32
2502174175,MA,1296,1103,64
2502178690,MA,724,630,32
2502178865,MA,1140,1032,36
2502182315,MA,399,316,21
2502300170,MA,369,331,11
2502308085,MA,668,588,14
2502309000,MA,988,833,38
2502311665,MA,240,211,6
2502317895,MA,1083,928,43
2502318455,MA,338,299,10
2502327795,MA,128,109,2
2502328285,MA,520,445,13
2502328495,MA,272,242,6
2502330210,MA,1128,966,31
2502331645,MA,343,303,11
2502333220,MA,433,372,10
2502333920,MA,237,211,9
2502338540,MA,328,290,11
2502338855,MA,852,719,34
2502339450,MA,296,266,17
2502340850,MA,479,431,14
2502350145,MA,483,432,10
2502352630,MA,486,428,9
2502354310,MA,1596,1370,46
2502354415,MA,77,63,3
2502357600,MA,165,151,0
2502357775,MA,387,346,9
2502360330,MA,1011,890,26
2502372985,MA,607,565,13
2502375260,MA,182,164,2
2502379530,MA,290,257,7
2502507000,MA,11074,9098,584
2502513205,MA,450,352,20
2502556585,MA,876,751,25
2502580930,MA,545,483,13
2502701885,MA,119,98,2
2502702480,MA,183,153,5
2502702760,MA,433,391,24
2502703740,MA,121,112,2
2502705490,MA,107,93,6
2502706015,MA,142,131,3
2502706365,MA,238,212,7
2502707525,MA,179,171,0
2502709105,MA,97,82,0
2502712715,MA,367,324,11
2502714395,MA,291,251,14
2502717300,MA,255,239,5
2502717685,MA,189,166,2
2502718560,MA,49,38,0
2502723875,MA,475,421,11
2502725485,MA,320,276,8
2502726430,MA,501,449,18
2502728740,MA,53,40,0
2502728950,MA,312,271,14
2502730560,MA,631,571,22
2502730945,MA,190,162,4
2502731435,MA,107,97,2
2502734165,MA,193,165,11
2502734795,MA,255,234,3
2502735075,MA,763,681,21
2502737420,MA,249,227,3
2502740255,MA,202,183,4
2502741165,MA,768,669,15
2502741340,MA,258,242,7
2502741585,MA,49,32,3
2502745105,MA,34,34,0
2502746820,MA,527,435,29
2502746925,MA,485,423,12
2502747135,MA,75,71,0
2502750670,MA,49,47,0
2502751825,MA,246,220,10
2502752420,MA,116,94,0
2502753120,MA,41,35,0
2502753225,MA,29,26,0
2502755395,MA,124,107,7
2502758580,MA,31,24,0
2502758825,MA,173,150,6
2502761800,MA,1322,1181,32
2502763165,MA,433,354,29
2502763270,MA,366,324,4
2502766105,MA,236,213,10
2502767385,MA,257,221,8
2502768155,MA,268,184,0
2502768610,MA,270,242,7
2502769275,MA,137,120,4
2502771480,MA,247,179,2
2502771620,MA,394,349,1
2502773090,MA,96,93,0
2502773895,MA,432,356,14
2502775015,MA,736,622,28
2502775155,MA,290,229,20
2502775400,MA,104,91,0
2502777010,MA,151,127,6
2502780405,MA,169,150,4
2502782000,MA,3116,2459,134
2451000000,MD,15134,10904,182
2400100000,MD,1876,1460,16
2400300000,MD,18487,14287,131
2400500000,MD,26565,19567,439
2400900000,MD,3025,2385,24
2401100000,MD,570,449,6
2401300000,MD,5341,4120,79
2401500000,MD,2317,1799,15
2401700000,MD,3938,3029,28
2401900000,MD,1030,848,9
2402100000,MD,7811,5831,103
2402300000,MD,921,748,5
2402500000,MD,6590,5036,61
2402700000,MD,11717,8793,147
2402900000,MD,644,527,9
2403100000,MD,56582,44798,341
2403300000,MD,27567,20831,640
2403500000,MD,1456,1155,20
2403700000,MD,3392,2693,33
2403900000,MD,489,401,5
2404100000,MD,1487,1239,11
2404300000,MD,3845,3018,30
2404500000,MD,2976,2280,40
2404700000,MD,2303,1922,14
23,ME,NA,NA,NA
2300102060,ME,4644,4463,NA
2300119105,ME,1038,993,NA
2300129255,ME,653,633,NA
2300138565,ME,280,275,NA
2300138740,ME,6941,6720,NA
2300140035,ME,1634,1571,NA
2300140665,ME,399,384,NA
2300140770,ME,408,394,NA
2300144585,ME,368,361,NA
2300146160,ME,534,513,NA
2300160020,ME,1017,988,NA
2300164570,ME,971,942,NA
2300177800,ME,1031,1006,NA
2300179585,ME,206,198,NA
2300300800,ME,29,29,NA
2300301220,ME,12,12,NA
2300301710,ME,81,78,NA
2300302760,ME,NA,NA,NA
2300305385,ME,46,46,NA
2300307065,ME,58,56,NA
2300310565,ME,1207,1174,NA
2300311020,ME,20,20,NA
2300311300,ME,47,42,NA
2300311335,ME,12,12,NA
2300312000,ME,58,50,NA
2300313900,ME,49,48,NA
2300315395,ME,37,36,NA
2300315990,ME,14,14,NA
2300319210,ME,37,37,NA
2300319420,ME,105,104,NA
2300321380,ME,144,141,NA
2300325615,ME,327,305,NA
2300325755,ME,452,428,NA
2300326735,ME,115,114,NA
2300327120,ME,4,4,NA
2300327855,ME,2,2,NA
2300328590,ME,49,48,NA
2300330690,ME,12,12,NA
2300330725,ME,6,6,NA
2300332195,ME,0,0,NA
2300332685,ME,8,5,NA
2300333385,ME,91,87,NA
2300333980,ME,670,652,NA
2300335065,ME,73,71,NA
2300339300,ME,105,104,NA
2300339965,ME,89,89,NA
2300340595,ME,91,91,NA
2300341715,ME,46,43,NA
2300342450,ME,5,3,NA
2300342520,ME,441,424,NA
2300343255,ME,302,286,NA
2300343710,ME,139,129,NA
2300343990,ME,17,17,NA
2300345180,ME,27,26,NA
2300346685,ME,85,80,NA
2300347175,ME,8,8,NA
2300348120,ME,7,7,NA
2300348575,ME,87,87,NA
2300348960,ME,51,50,NA
2300349415,ME,84,77,NA
2300354385,ME,84,79,NA
2300355435,ME,21,20,NA
2300356205,ME,6,5,NA
2300358060,ME,40,40,NA
2300360300,ME,70,70,NA
2300360825,ME,1320,1266,NA
2300362400,ME,7,7,NA
2300364780,ME,108,108,NA
2300365025,ME,65,62,NA
2300365200,ME,36,34,NA
2300367790,ME,116,115,NA
2300369260,ME,39,38,NA
2300373472,ME,29,29,NA
2300374405,ME,32,31,NA
2300378570,ME,175,172,NA
2300379270,ME,9,8,NA
2300379865,ME,49,48,NA
2300380285,ME,131,126,NA
2300382770,ME,47,47,NA
2300383540,ME,9,9,NA
2300383785,ME,43,43,NA
2300386865,ME,30,30,NA
2300387215,ME,120,120,NA
2300502655,ME,177,170,NA
2300507170,ME,658,632,NA
2300508430,ME,6867,6714,NA
2300510180,ME,3904,3806,NA
2300511125,ME,621,602,NA
2300515430,ME,3004,2939,NA
2300524495,ME,4603,4505,NA
2300526525,ME,2369,2305,NA
2300527025,ME,72,69,NA
2300528240,ME,3960,3854,NA
2300528870,ME,1755,1714,NA
2300531390,ME,1285,1253,NA
2300531600,ME,375,366,NA
2300541067,ME,52,51,NA
2300548085,ME,602,583,NA
2300548820,ME,1032,1006,NA
2300553860,ME,1001,974,NA
2300560545,ME,14666,14091,NA
2300560685,ME,281,271,NA
2300561945,ME,932,873,NA
2300566145,ME,7025,6825,NA
2300566775,ME,263,256,NA
2300571990,ME,6499,6307,NA
2300573670,ME,2155,2064,NA
2300582105,ME,4011,3851,NA
2300586025,ME,4428,4322,NA
2300587845,ME,2439,2369,NA
2300702235,ME,52,51,NA
2300710740,ME,164,161,NA
2300710915,ME,45,44,NA
2300712595,ME,134,130,NA
2300714205,ME,19,18,NA
2300716165,ME,38,38,NA
2300724005,ME,85,81,NA
2300724775,ME,1073,1018,NA
2300734820,ME,98,95,NA
2300735625,ME,780,768,NA
2300737025,ME,185,176,NA
2300749345,ME,200,191,NA
2300749520,ME,71,69,NA
2300758445,ME,84,84,NA
2300761840,ME,192,186,NA
2300761875,ME,35,35,NA
2300765655,ME,35,35,NA
2300774825,ME,116,114,NA
2300775980,ME,44,43,NA
2300781300,ME,74,71,NA
2300785850,ME,576,549,NA
2300901185,ME,28,28,NA
2300902165,ME,13,12,NA
2300902865,ME,1635,1569,NA
2300905700,ME,678,661,NA
2300907800,ME,186,170,NA
2300907975,ME,206,190,NA
2300908815,ME,738,726,NA
2300911265,ME,160,151,NA
2300914905,ME,63,54,NA
2300916935,ME,301,290,NA
2300917145,ME,354,346,NA
2300919770,ME,0,0,NA
2300923200,ME,1401,1351,NA
2300926350,ME,135,132,NA
2300926595,ME,0,0,NA
2300928450,ME,225,223,NA
2300928975,ME,8,8,NA
2300930970,ME,359,344,NA
2300938180,ME,290,286,NA
2300943430,ME,72,67,NA
2300947630,ME,565,544,NA
2300955505,ME,283,276,NA
2300955855,ME,5,5,NA
2300955890,ME,96,93,NA
2300957920,ME,171,170,NA
2300967300,ME,196,192,NA
2300969750,ME,62,61,NA
2300972865,ME,298,287,NA
2300974580,ME,140,132,NA
2300974965,ME,137,119,NA
2300975280,ME,288,278,NA
2300975455,ME,47,46,NA
2300977345,ME,217,212,NA
2300977415,ME,178,162,NA
2300978920,ME,34,28,NA
2300980040,ME,26,25,NA
2300986655,ME,64,64,NA
2301100590,ME,230,223,NA
2301102100,ME,3545,3412,NA
2301104020,ME,753,727,NA
2301104475,ME,470,463,NA
2301112350,ME,435,427,NA
2301112735,ME,867,839,NA
2301113470,ME,455,447,NA
2301124670,ME,668,642,NA
2301124950,ME,249,249,NA
2301127085,ME,976,932,NA
2301130550,ME,650,641,NA
2301140175,ME,585,569,NA
2301143080,ME,563,542,NA
2301146405,ME,799,784,NA
2301147770,ME,283,276,NA
2301154560,ME,1898,1873,NA
