FIPSCode,State,JurisdictionName,E1a,E1b,E1c,E1d,E1e_Other,E1e,E1f_Other,E1f,E1Comments,E2a,E2b,E2c,E2d,E2e,E2f,E2g,E2h,E2i,E2j_Other,E2j,E2k_Other,E2k,E2l_Other,E2l,E2m_Other,E2m,E2n_Other,E2n,E2o_Other,E2o,E2p_Other,E2p,E2Comments
63675,WI,TOWN OF PLYMOUTH - ROCK COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
63700,WI,CITY OF PLYMOUTH - SHEBOYGAN COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
63725,WI,TOWN OF PLYMOUTH - SHEBOYGAN COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
63825,WI,TOWN OF POLAR - LANGLADE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
63875,WI,TOWN OF POLK - WASHINGTON COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
63975,WI,VILLAGE OF POPLAR - DOUGLAS COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64050,WI,TOWN OF POPPLE RIVER - FOREST COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64100,WI,CITY OF PORTAGE - COLUMBIA COUNTY,3,0,-888888: Not Applicable,3,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,3,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64175,WI,VILLAGE OF PORT EDWARDS - WOOD COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64200,WI,TOWN OF PORT EDWARDS - WOOD COUNTY,1,0,-999999: Data Not Available,1,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64225,WI,TOWN OF PORTER - ROCK COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64275,WI,TOWN OF PORTERFIELD - MARINETTE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64375,WI,TOWN OF PORTLAND - DODGE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64425,WI,TOWN OF PORTLAND - MONROE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64450,WI,CITY OF PORT WASHINGTON - OZAUKEE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64475,WI,TOWN OF PORT WASHINGTON - OZAUKEE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64512,WI,TOWN OF PORT WING - BAYFIELD COUNTY,0,0,-888888: Not Applicable,0,STATUS UNKNOWN,0, ,-999999: Data Not Available,"WI HAS ELECTION DAY REGISTRATION AND THEREFORE DOES NOT ISSUE PROVISIONAL BALLOTS DUE TO THE VOTER NOT BEING ON THE REGISTRATION LIST.  IN WI, PROVISIONAL BALLOTS ARE ISSUED FOR THREE REASONS:  1.  VOTER IS UNABLE OR UNWILLING TO PROVIDE PROOF",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,REJECTION REASON UNKNOWN,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,PROVISIONAL BALLOTS ARE AUTOMATICALLY REJECTED IF THE NECESSARY DOCUMENTS ARE NOT PROVIDED BY 4PM ON THE FRIDAY AFTER THE ELECTION.  THESE BALLOTS ARE COUNTED IN E2D - FAILURE TO PROVIDE SUFFICIENT IDENTIFICATION.  IF DOCUMENTS WERE PROVIDED AN
64625,WI,VILLAGE OF POTOSI - GRANT COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64650,WI,TOWN OF POTOSI - GRANT COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64675,WI,VILLAGE OF POTTER - CALUMET COUNTY,0,0,-888888: Not Applicable,0,STATUS UNKNOWN,0, ,-999999: Data Not Available,"WI HAS ELECTION DAY REGISTRATION AND THEREFORE DOES NOT ISSUE PROVISIONAL BALLOTS DUE TO THE VOTER NOT BEING ON THE REGISTRATION LIST.  IN WI, PROVISIONAL BALLOTS ARE ISSUED FOR THREE REASONS:  1.  VOTER IS UNABLE OR UNWILLING TO PROVIDE PROOF",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,REJECTION REASON UNKNOWN,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,PROVISIONAL BALLOTS ARE AUTOMATICALLY REJECTED IF THE NECESSARY DOCUMENTS ARE NOT PROVIDED BY 4PM ON THE FRIDAY AFTER THE ELECTION.  THESE BALLOTS ARE COUNTED IN E2D - FAILURE TO PROVIDE SUFFICIENT IDENTIFICATION.  IF DOCUMENTS WERE PROVIDED AN
64750,WI,VILLAGE OF POUND - MARINETTE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64775,WI,TOWN OF POUND - MARINETTE COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64875,WI,TOWN OF POYGAN - WINNEBAGO COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
64900,WI,VILLAGE OF POYNETTE - COLUMBIA COUNTY,0,0,-888888: Not Applicable,0,STATUS UNKNOWN,0, ,-999999: Data Not Available,"WI HAS ELECTION DAY REGISTRATION AND THEREFORE DOES NOT ISSUE PROVISIONAL BALLOTS DUE TO THE VOTER NOT BEING ON THE REGISTRATION LIST.  IN WI, PROVISIONAL BALLOTS ARE ISSUED FOR THREE REASONS:  1.  VOTER IS UNABLE OR UNWILLING TO PROVIDE PROOF",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,REJECTION REASON UNKNOWN,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,PROVISIONAL BALLOTS ARE AUTOMATICALLY REJECTED IF THE NECESSARY DOCUMENTS ARE NOT PROVIDED BY 4PM ON THE FRIDAY AFTER THE ELECTION.  THESE BALLOTS ARE COUNTED IN E2D - FAILURE TO PROVIDE SUFFICIENT IDENTIFICATION.  IF DOCUMENTS WERE PROVIDED AN
64975,WI,TOWN OF POY SIPPI - WAUSHARA COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
65050,WI,CITY OF PRAIRIE DU CHIEN - CRAWFORD COUNTY,0,0,-888888: Not Applicable,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
65075,WI,TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY,0,0,-888888: Not Applicable,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
65100,WI,VILLAGE OF PRAIRIE DU SAC - SAUK COUNTY,2,2,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
65125,WI,TOWN OF PRAIRIE DU SAC - SAUK COUNTY,0,0,-999999: Data Not Available,0,Status Unknown,0, ,-999999: Data Not Available,"WI has Election Day Registration and therefore does not issue provisional ballots due to the voter not being on the registration list.  In WI, provisional ballots are issued for three reasons:  1.  voter is unable or unwilling to provide proof",-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,0,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,Rejection Reason Unknown,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,provisional ballots are automatically rejected if the necessary documents are not provided by 4pm on the Friday after the Election.  These ballots are counted in E2d - failure to provide sufficient identification.  If documents were provided an
65150,WI,VILLAGE OF PRAIRIE FARM - BARRON COUNTY,1,1,-888888: Not Applicable,0,STATUS UNKNOWN,0, ,-999999: Data Not Available,"WI HAS ELECTION DAY REGISTRATION AND THEREFORE DOES NOT ISSUE PROVISIONAL BALLOTS DUE TO THE VOTER NOT BEING ON THE REGISTRATION LIST.  IN WI, PROVISIONAL BALLOTS ARE ISSUED FOR THREE REASONS:  1.  VOTER IS UNABLE OR UNWILLING TO PROVIDE PROOF",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,REJECTION REASON UNKNOWN,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,PROVISIONAL BALLOTS ARE AUTOMATICALLY REJECTED IF THE NECESSARY DOCUMENTS ARE NOT PROVIDED BY 4PM ON THE FRIDAY AFTER THE ELECTION.  THESE BALLOTS ARE COUNTED IN E2D - FAILURE TO PROVIDE SUFFICIENT IDENTIFICATION.  IF DOCUMENTS WERE PROVIDED AN
65175,WI,TOWN OF PRAIRIE FARM - BARRON COUNTY,0,0,-888888: Not Applicable,0,STATUS UNKNOWN,0, ,-999999: Data Not Available,"WI HAS ELECTION DAY REGISTRATION AND THEREFORE DOES NOT ISSUE PROVISIONAL BALLOTS DUE TO THE VOTER NOT BEING ON THE REGISTRATION LIST.  IN WI, PROVISIONAL BALLOTS ARE ISSUED FOR THREE REASONS:  1.  VOTER IS UNABLE OR UNWILLING TO PROVIDE PROOF",-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,REJECTION REASON UNKNOWN,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,PROVISIONAL BALLOTS ARE AUTOMATICALLY REJECTED IF THE NECESSARY DOCUMENTS ARE NOT PROVIDED BY 4PM ON THE FRIDAY AFTER THE ELECTION.  THESE BALLOTS ARE COUNTED IN E2D - FAILURE TO PROVIDE SUFFICIENT IDENTIFICATION.  IF DOCUMENTS WERE PROVIDED AN
