ID,FIPS,STATE,LABEL,10Total_registered_x,10Notices_removed_x,12Total_registered_x,12Notices_removed_x,14Total_registered_x,14Notices_removed_x,16Total_registered_x,16Notices_removed_x,18Total_registered_x,18Notices_removed_x,10pct,12pct,14pct,16pct,18pct,median_pct,median_desc,mean_pct,mean_desc,Total_pop,Urban,Rural,POP_DESC,Pop_25+,Pct_colgrads,Pop_birth,Pct_foreign-born,Pop_16+,Unemployed,Households,Median household income,Income_desc,Pct_poverty,Emp_pop_16+,Top_occupation_pct,Top_occupation,Tot_racepop,White,Pct_White,Nonwhite,Pct_Nonwhite,Nonwhite_desc,Hispanic,Pct_Hispanic,Black,Pct_Black,Native,Pct_Native,Asian,Pct_Asian,Hawaiian_Pacific Islander,Pct_Hawaiian_Pacific Islander,Other,Pct_other,Multi,Pct_multi,VOTING AGE,VOTING AGE_Male,Pct_VOTING AGE_Male,VOTING AGE_Female,Pct_VOTING AGE_Female,Region,Division,total_2016,gop_2016,dem_2016,oth_2016,WINNER
244,06115,CA,"Yuba County, California",28663,0,30152,1,26923,1106,33694,4,48054,68,0,0.00331642,3.945913161,0,0.14130751,0.00331642,Less than 1%,0.818107418,Less than 1%,72155,53234,18921,Urban,45723,15.5,73897,12.1,55296,12.7,25655,48739,"$35,000 - $50,000",20.8,26389,27,"Management, business, science, and arts",73897,42150,57,31747,43,More than 25%,19903,26.9,2198,3,699,0.9,5058,6.8,278,0.4,40,0.1,3571,4.8,48746,24462,50.2,24284,49.8,West Region,Pacific Division,14929,8869,5115,945,Rep
245,08001,CO,"Adams County, Colorado",230312,62,258372,7,261348,2644,273117,23425,287907,8658,0.026912759,0.002709199,1.001545501,0,2.919427444,0.026912759,Less than 1%,0.790118981,Less than 1%,441603,425615,15988,Urban,303509,22.4,479977,15.3,359726,6.1,158748,61444,"$50,001 - $75,000",12.9,238687,29.6,"Management, business, science, and arts",479977,247948,51.7,232029,48.3,More than 25%,186852,38.9,14393,3,2327,0.5,17632,3.7,657,0.1,1122,0.2,9046,1.9,300160,148252,49.4,151908,50.6,West Region,Mountain Division,175125,73807,86471,14847,Dem
246,08003,CO,"Alamosa County, Colorado",9188,2,10056,0,9047,214,10039,275,10418,354,0.021762786,0,2.310765576,0,3.286297809,0.021762786,Less than 1%,1.123765234,1% - 5%,15445,9751,5694,Urban,9332,25.8,16353,8,12685,8.7,5946,32385,"Less than $35,000",31.4,6351,30,"Management, business, science, and arts",16353,8031,49.1,8322,50.9,More than 25%,7470,45.7,274,1.7,204,1.2,161,1,28,0.2,11,0.1,174,1.1,11397,5623,49.3,5774,50.7,West Region,Mountain Division,6897,3031,3168,698,Dem
247,08005,CO,"Arapahoe County, Colorado",347007,9659,384819,5254,387984,5485,421178,10661,430697,17229,2.708135903,1.34692737,1.39401071,0,3.84639427,1.39401071,1% - 5%,1.859093651,1% - 5%,571914,562992,9011,Urban,413227,40.7,617668,14.7,482697,6,231844,66288,"$50,001 - $75,000",10.7,320538,41.2,"Management, business, science, and arts",617668,382460,61.9,235208,38.1,More than 25%,115309,18.7,62039,10,1894,0.3,33918,5.5,1286,0.2,1674,0.3,19088,3.1,420238,203760,48.5,216478,51.5,West Region,Mountain Division,281658,109638,148365,23655,Dem
248,08007,CO,"Archuleta County, Colorado",9426,277,10187,2,9844,646,10600,413,11172,479,2.854787179,0.019629012,6.158245949,0,4.111235087,2.854787179,1% - 5%,2.628779445,1% - 5%,12084,4909,7175,Rural,9115,34.9,12355,6.2,10431,6.7,5382,45607,"$35,000 - $50,000",11.2,5793,39.2,"Management, business, science, and arts",12355,9486,76.8,2869,23.2,10% - 25%,2290,18.5,105,0.8,249,2,89,0.7,0,0,12,0.1,124,1,9775,4907,50.2,4868,49.8,West Region,Mountain Division,7290,4234,2489,567,Rep
249,08009,CO,"Baca County, Colorado",2910,0,2963,0,2784,90,2825,81,2851,75,0,0,3.131524008,0,2.563226247,0,Less than 1%,1.138950051,1% - 5%,3788,0,3788,Rural,2619,21.8,3648,3.2,2979,3.7,1545,37477,"$35,000 - $50,000",18,1661,40.5,"Management, business, science, and arts",3648,3149,86.3,499,13.7,10% - 25%,363,10,45,1.2,56,1.5,0,0,4,0.1,0,0,31,0.8,2789,1347,48.3,1442,51.7,West Region,Mountain Division,2107,1716,278,113,Rep
250,08011,CO,"Bent County, Colorado",2748,1,2823,0,2720,154,2938,1,3132,0,0.036376864,0,5.358385525,0,0,0,Less than 1%,1.078952478,1% - 5%,6499,4032,2467,Urban,4688,9.5,5816,5.5,4984,7.9,1720,34773,"Less than $35,000",25.2,1336,33.1,"Management, business, science, and arts",5816,3411,58.6,2405,41.4,More than 25%,1838,31.6,472,8.1,41,0.7,34,0.6,0,0,0,0,20,0.3,4640,3207,69.1,1433,30.9,West Region,Mountain Division,1892,1166,581,145,Rep
251,08013,CO,"Boulder County, Colorado",224768,24,248955,21,252519,165,263523,11944,248491,28590,0.010676537,0.008434548,0.06529895,0,10.31828238,0.010676537,Less than 1%,2.080538483,1% - 5%,294567,268312,26255,Urban,202434,59.3,313961,10.7,258240,5.6,123669,72282,"$50,001 - $75,000",13.4,168458,53.3,"Management, business, science, and arts",313961,246248,78.4,67713,21.6,10% - 25%,42914,13.7,2667,0.8,666,0.2,13978,4.5,163,0.1,450,0.1,6875,2.2,232475,115677,49.8,116798,50.2,West Region,Mountain Division,176735,38766,124715,13254,Dem
252,08014,CO,"Broomfield County, Colorado",37450,1216,42775,1,43812,1672,49422,1259,52117,1916,3.144881808,0.002337759,3.67601794,0,3.54598116,3.144881808,1% - 5%,2.073843734,1% - 5%,55889,55563,326,Urban,42402,52.5,62449,8.8,49003,4.5,24581,83334,"More than $75,000",5.9,33537,52,"Management, business, science, and arts",62449,48769,78.1,13680,21.9,10% - 25%,7448,11.9,582,0.9,193,0.3,3888,6.2,0,0,195,0.3,1374,2.2,44906,22037,49.1,22869,50.9,West Region,Mountain Division,37342,14272,19530,3540,Dem
253,08015,CO,"Chaffee County, Colorado",12550,661,13641,0,13488,310,14714,242,15516,551,5.003406252,0,2.246702421,0,3.429389432,2.246702421,1% - 5%,2.135899621,1% - 5%,17809,11146,6663,Urban,14370,34.4,18507,2.9,15897,3.8,7736,50993,"$50,001 - $75,000",9.6,8317,36.8,"Management, business, science, and arts",18507,16164,87.3,2343,12.7,10% - 25%,1876,10.1,237,1.3,57,0.3,67,0.4,0,0,0,0,106,0.6,15328,8176,53.3,7152,46.7,West Region,Mountain Division,10999,5283,4773,943,Rep
254,08017,CO,"Cheyenne County, Colorado",1436,20,1469,3,1424,24,1417,31,1403,30,1.373626374,0.203804348,1.657458564,0,2.093510119,1.373626374,1% - 5%,1.065679881,1% - 5%,1836,0,1836,Rural,1323,23.3,2071,7,1511,8.8,776,54375,"$50,001 - $75,000",11.3,965,40.5,"Management, business, science, and arts",2071,1745,84.3,326,15.7,10% - 25%,266,12.8,6,0.3,4,0.2,38,1.8,1,0,0,0,11,0.5,1350,674,49.9,676,50.1,West Region,Mountain Division,1076,905,127,44,Rep
255,08019,CO,"Clear Creek County, Colorado",7502,2,7983,0,7707,447,7987,331,8248,202,0.026652452,0,5.481972038,0,2.390532544,0.026652452,Less than 1%,1.579831407,1% - 5%,9088,0,9088,Rural,7172,44.6,9238,3,7908,4.4,4411,68250,"$50,001 - $75,000",7.4,5190,37.5,"Management, business, science, and arts",9238,8358,90.5,880,9.5,5% - 9.9%,523,5.7,105,1.1,8,0.1,39,0.4,27,0.3,0,0,178,1.9,7594,3934,51.8,3660,48.2,West Region,Mountain Division,5532,2426,2585,521,Dem
256,08021,CO,"Conejos County, Colorado",5250,0,5572,2,5606,1,5763,1,5514,336,0,0.035880875,0.017834849,0,5.743589744,0.017834849,Less than 1%,1.159461094,1% - 5%,8256,0,8256,Rural,5289,18.3,8213,3.5,6220,10.3,2900,34630,"Less than $35,000",22.1,2862,28.9,"Management, business, science, and arts",8213,3582,43.6,4631,56.4,More than 25%,4435,54,9,0.1,137,1.7,13,0.2,10,0.1,0,0,27,0.3,5811,2947,50.7,2864,49.3,West Region,Mountain Division,3970,1885,1753,332,Rep
257,08023,CO,"Costilla County, Colorado",2535,0,2727,4,2757,143,2923,44,2847,252,0,0.146466496,4.931034483,0,8.131655373,0.146466496,Less than 1%,2.64183127,1% - 5%,3524,0,3524,Rural,2611,20,3590,8.3,3002,11.6,1506,26610,"Less than $35,000",30.4,1153,25.6,"Management, business, science, and arts",3590,1141,31.8,2449,68.2,More than 25%,2302,64.1,13,0.4,2,0.1,38,1.1,0,0,6,0.2,88,2.5,2763,1441,52.2,1322,47.8,West Region,Mountain Division,1820,581,1109,130,Dem
258,08025,CO,"Crowley County, Colorado",2165,0,2216,0,2052,79,2096,79,2238,60,0,0,3.707179728,0,2.610966057,0,Less than 1%,1.263629157,1% - 5%,5823,0,5823,Rural,3737,10.2,5537,5.7,4884,26.4,1174,31719,"Less than $35,000",34.1,1582,27.1,Service,5537,3334,60.2,2203,39.8,More than 25%,1708,30.8,294,5.3,65,1.2,33,0.6,27,0.5,2,0,74,1.3,4512,2550,56.5,1962,43.5,West Region,Mountain Division,1511,1069,336,106,Rep
259,08027,CO,"Custer County, Colorado",3356,166,3550,0,3500,232,3866,88,4095,145,4.713231119,0,6.216505895,0,3.419811321,3.419811321,1% - 5%,2.869909667,1% - 5%,4255,0,4255,Rural,3350,29.4,4375,2.3,3672,10.8,1950,38605,"$35,000 - $50,000",17.9,1332,31.6,"Natural resources, construction, and maintenance",4375,3929,89.8,446,10.2,10% - 25%,195,4.5,133,3,41,0.9,0,0,1,0,0,0,76,1.7,3539,1812,51.2,1727,48.8,West Region,Mountain Division,3064,2059,797,208,Rep
260,08029,CO,"Delta County, Colorado",19885,896,21007,8,21079,364,22194,829,22411,1242,4.311630817,0.038068047,1.697523667,0,5.250919545,1.697523667,1% - 5%,2.259628415,1% - 5%,30952,11399,19553,Rural,21753,19.6,30221,4.3,24675,9.2,12027,42011,"$35,000 - $50,000",16.8,11334,33.1,"Management, business, science, and arts",30221,24702,81.7,5519,18.3,10% - 25%,4499,14.9,217,0.7,271,0.9,228,0.8,0,0,18,0.1,286,0.9,23181,11664,50.3,11517,49.7,West Region,Mountain Division,16661,11584,4048,1029,Rep
261,08031,CO,"Denver County, Colorado",428006,112,484512,399,475994,162,474975,9220,487762,27383,0.026161012,0.082283141,0.034022463,0,5.315590756,0.034022463,Less than 1%,1.091611474,1% - 5%,600247,600158,0,Urban,468263,45.7,663303,15.9,537585,5.4,281072,56258,"$50,001 - $75,000",16.4,360305,45.2,"Management, business, science, and arts",663303,353952,53.4,309351,46.6,More than 25%,204042,30.8,62320,9.4,3386,0.5,22520,3.4,274,0,1626,0.2,15183,2.3,462373,228034,49.3,234339,50.7,West Region,Mountain Division,232291,43637,174611,14043,Dem
262,08033,CO,"Dolores County, Colorado",1593,2,1667,0,1632,48,1703,18,1740,59,0.12539185,0,2.857142857,0,3.279599778,0.12539185,Less than 1%,1.252426897,1% - 5%,2064,0,2064,Rural,1336,20.3,1789,1.3,1446,3.6,720,32240,"Less than $35,000",19.3,754,26.5,Sales and office,1789,1651,92.3,138,7.7,5% - 9.9%,93,5.2,0,0,7,0.4,0,0,3,0.2,0,0,35,2,1422,737,51.8,685,48.2,West Region,Mountain Division,1230,936,227,67,Rep
263,08035,CO,"Douglas County, Colorado",193156,41,214183,0,225807,2,238123,15185,252779,7693,0.021221862,0,0.000885704,0,2.953484444,0.000885704,Less than 1%,0.595118402,Less than 1%,285465,256098,29367,Urban,203279,57.5,314238,7.1,234846,3.6,114017,105759,"More than $75,000",3.8,164796,53.4,"Management, business, science, and arts",314238,263439,83.8,50799,16.2,10% - 25%,25735,8.2,3164,1,515,0.2,13009,4.1,189,0.1,462,0.1,7725,2.5,216346,106138,49.1,110208,50.9,West Region,Mountain Division,182918,100178,67045,15695,Rep
264,08037,CO,"Eagle County, Colorado",29965,1069,33506,4,33136,545,34928,2478,36504,1109,3.444609138,0.011936735,1.618122977,0,2.948448675,1.618122977,1% - 5%,1.604623505,1% - 5%,52197,41766,10431,Urban,36594,45,52894,18.2,41925,3,17613,78763,"More than $75,000",8.1,32674,32.5,"Management, business, science, and arts",52894,35533,67.2,17361,32.8,More than 25%,15724,29.7,350,0.7,165,0.3,441,0.8,49,0.1,53,0.1,579,1.1,33675,18014,53.5,15661,46.5,West Region,Mountain Division,22611,8153,12652,1806,Dem
265,08039,CO,"Elbert County, Colorado",17352,3,18838,0,18784,1,19833,1107,20828,615,0.017286085,0,0.005323396,0,2.868068834,0.005323396,Less than 1%,0.578135663,Less than 1%,23086,0,23086,Rural,16940,32.8,24225,4.4,19522,5.6,8568,87288,"More than $75,000",5.1,12557,41.4,"Management, business, science, and arts",24225,21734,89.7,2491,10.3,10% - 25%,1514,6.2,172,0.7,105,0.4,113,0.5,0,0,34,0.1,553,2.3,18306,9120,49.8,9186,50.2,West Region,Mountain Division,15689,11536,3056,1097,Rep
266,08041,CO,"El Paso County, Colorado",371058,26882,426428,16,424607,8096,457329,26046,474607,24261,6.755289742,0.003751958,1.87102932,0,4.863210308,1.87102932,1% - 5%,2.698656266,1% - 5%,622263,566668,55595,Urban,422966,36.6,665171,7.1,515809,7.4,249279,60219,"$50,001 - $75,000",11.3,298334,40.8,"Management, business, science, and arts",665171,468302,70.4,196869,29.6,More than 25%,107654,16.2,38298,5.8,2470,0.4,17614,2.6,2021,0.3,1356,0.2,27456,4.1,477297,239406,50.2,237891,49.8,West Region,Mountain Division,313273,176506,105807,30960,Rep
267,08043,CO,"Fremont County, Colorado",30367,16,32366,1,28370,341,30590,958,31574,866,0.052661028,0.003089567,1.187698095,0,2.669543773,0.052661028,Less than 1%,0.782598492,Less than 1%,46824,34453,12371,Urban,36329,16.4,46835,2.8,40113,8,16327,42308,"$35,000 - $50,000",16.6,14284,29.5,Service,46835,37224,79.5,9611,20.5,10% - 25%,6037,12.9,2312,4.9,367,0.8,375,0.8,30,0.1,16,0,474,1,38550,22875,59.3,15675,40.7,West Region,Mountain Division,21880,15066,5275,1539,Rep
268,08045,CO,"Garfield County, Colorado",32364,66,35395,157,33335,523,35017,2163,37537,1024,0.203515264,0.441606661,1.544686632,0,2.655532792,0.441606661,Less than 1%,0.96906827,Less than 1%,56389,42797,13592,Urban,37845,29.1,57495,15,44223,6.2,20771,61300,"$50,001 - $75,000",11.1,29751,30.2,"Management, business, science, and arts",57495,39578,68.8,17917,31.2,More than 25%,16056,27.9,250,0.4,387,0.7,422,0.7,0,0,98,0.2,704,1.2,36037,18442,51.2,17595,48.8,West Region,Mountain Division,26328,13071,11205,2052,Rep
269,08047,CO,"Gilpin County, Colorado",5083,0,5083,277,4672,850,4981,28,5219,215,0,5.167910448,15.39297356,0,3.956569746,3.956569746,1% - 5%,4.903490751,1% - 5%,5441,0,5441,Rural,4394,34.4,5708,4.4,4658,3.9,2508,67544,"$50,001 - $75,000",7.1,3132,42.4,"Management, business, science, and arts",5708,4912,86.1,796,13.9,10% - 25%,534,9.4,17,0.3,63,1.1,11,0.2,0,0,7,0.1,164,2.9,4493,2340,52.1,2153,47.9,West Region,Mountain Division,3574,1564,1634,376,Dem
270,08049,CO,"Grand County, Colorado",11711,4,12114,0,11579,1019,11730,879,12189,543,0.034144259,0,8.08858549,0,4.264844486,0.034144259,Less than 1%,2.477514847,1% - 5%,14843,2583,12260,Rural,10737,37.2,14490,7.8,12121,5.8,5788,67623,"$50,001 - $75,000",10.6,8416,31.9,"Management, business, science, and arts",14490,12662,87.4,1828,12.6,10% - 25%,1151,7.9,115,0.8,6,0,248,1.7,41,0.3,208,1.4,59,0.4,11256,6014,53.4,5242,46.6,West Region,Mountain Division,8513,4467,3319,727,Rep
271,08051,CO,"Gunnison County, Colorado",12435,371,13468,4,12354,20,13263,908,13983,387,2.897079494,0.029691211,0.161629223,0,2.693110647,0.161629223,Less than 1%,1.156302115,1% - 5%,15324,6343,8981,Rural,10085,52.6,15889,3.2,13370,7.1,6577,50746,"$50,001 - $75,000",15.4,9091,33.7,"Management, business, science, and arts",15889,13960,87.9,1929,12.1,10% - 25%,1413,8.9,59,0.4,85,0.5,101,0.6,19,0.1,0,0,252,1.6,12782,7045,55.1,5737,44.9,West Region,Mountain Division,9299,3250,5068,981,Dem
272,08053,CO,"Hinsdale County, Colorado",732,1,741,0,743,2,744,3,778,2,0.136425648,0,0.268456376,0,0.256410256,0.136425648,Less than 1%,0.132258456,Less than 1%,843,0,843,Rural,701,40.9,856,1.2,737,5.1,401,51250,"$50,001 - $75,000",11.2,413,42.4,"Management, business, science, and arts",856,800,93.5,56,6.5,5% - 9.9%,26,3,0,0,12,1.4,0,0,0,0,0,0,18,2.1,707,349,49.4,358,50.6,West Region,Mountain Division,589,339,197,53,Rep
273,08055,CO,"Huerfano County, Colorado",4730,61,5063,5,5036,22,5105,421,5452,128,1.273220622,0.098658248,0.434954527,0,2.29390681,0.434954527,Less than 1%,0.820148041,Less than 1%,6711,2943,3768,Rural,5148,26,6521,2.2,5545,12.6,3132,33257,"Less than $35,000",17.1,2402,35.1,"Management, business, science, and arts",6521,4217,64.7,2304,35.3,More than 25%,2246,34.4,0,0,33,0.5,10,0.2,0,0,5,0.1,10,0.2,5459,2718,49.8,2741,50.2,West Region,Mountain Division,3772,1875,1631,266,Rep
274,08057,CO,"Jackson County, Colorado",1215,117,1254,0,1150,175,1209,0,1234,31,8.783783784,0,13.20754717,0,2.450592885,2.450592885,1% - 5%,4.888384768,1% - 5%,1394,0,1394,Rural,991,19.1,1306,5.3,1088,1.8,616,45053,"$35,000 - $50,000",13.8,728,35,"Management, business, science, and arts",1306,1069,81.9,237,18.1,10% - 25%,226,17.3,1,0.1,4,0.3,0,0,0,0,0,0,6,0.5,1018,506,49.7,512,50.3,West Region,Mountain Division,862,628,171,63,Rep
275,08059,CO,"Jefferson County, Colorado",381164,56,414868,17,423503,14,429933,31114,441628,12279,0.01468968,0.004097521,0.003305652,0,2.705179695,0.004097521,Less than 1%,0.54545451,Less than 1%,534543,497679,36864,Urban,395230,42.2,558810,6.7,455891,5.2,225320,72017,"$50,001 - $75,000",8.1,300478,45,"Management, business, science, and arts",558810,440698,78.9,118112,21.1,10% - 25%,84009,15,5710,1,2832,0.5,14624,2.6,265,0,573,0.1,10099,1.8,425476,209608,49.3,215868,50.7,West Region,Mountain Division,309529,130233,151885,27411,Dem
276,08061,CO,"Kiowa County, Colorado",1055,10,1070,0,1035,0,1029,36,1040,14,0.938967136,0,0,0,1.328273245,0,Less than 1%,0.453448076,Less than 1%,1398,0,1398,Rural,944,20.2,1465,0.7,1120,4.1,581,38385,"$35,000 - $50,000",10.7,673,36.7,"Management, business, science, and arts",1465,1304,89,161,11,10% - 25%,97,6.6,7,0.5,3,0.2,2,0.1,0,0,0,0,52,3.5,1051,489,46.5,562,53.5,West Region,Mountain Division,853,726,91,36,Rep
277,08063,CO,"Kit Carson County, Colorado",4857,0,5150,0,5107,7,4955,356,5044,161,0,0,0.136879155,0,3.093179635,0,Less than 1%,0.646011758,Less than 1%,8270,4243,4027,Urban,5813,13.8,8174,8.6,6538,5,2975,44449,"$35,000 - $50,000",14.2,3716,27,"Management, business, science, and arts",8174,6182,75.6,1992,24.4,10% - 25%,1589,19.4,306,3.7,28,0.3,18,0.2,29,0.4,0,0,22,0.3,5748,3217,56,2531,44,West Region,Mountain Division,3613,2894,526,193,Rep
278,08065,CO,"Lake County, Colorado",4611,1,4947,0,5064,200,5606,0,5367,767,0.021682567,0,3.799392097,0,12.50407564,0.021682567,Less than 1%,3.265030062,1% - 5%,7310,5039,2271,Urban,5098,30.9,7401,10.2,6126,6,3121,46928,"$35,000 - $50,000",11.5,4226,28.4,"Management, business, science, and arts",7401,4651,62.8,2750,37.2,More than 25%,2554,34.5,8,0.1,2,0,38,0.5,1,0,0,0,147,2,5318,2895,54.4,2423,45.6,West Region,Mountain Division,3175,1264,1600,311,Dem
279,08067,CO,"La Plata County, Colorado",37252,1603,41549,22,42733,310,44511,2829,46073,2032,4.125595161,0.052921508,0.720210023,0,4.22409313,0.720210023,Less than 1%,1.824563964,1% - 5%,51334,20560,30774,Rural,37860,43,53994,3.7,44725,5.1,21605,61910,"$50,001 - $75,000",10.7,28597,40.1,"Management, business, science, and arts",53994,42868,79.4,11126,20.6,10% - 25%,6684,12.4,231,0.4,2835,5.3,300,0.6,26,0,16,0,1034,1.9,42517,21369,50.3,21148,49.7,West Region,Mountain Division,30722,12471,15300,2951,Dem
280,08069,CO,"Larimer County, Colorado",219107,14,241123,9,235913,4076,255689,8299,265458,9387,0.006389164,0.003732396,1.698411177,0,3.415379578,0.006389164,Less than 1%,1.024782463,1% - 5%,299630,264692,34938,Urban,210378,45.3,325228,5.1,266398,6,127067,61942,"$50,001 - $75,000",13.2,168952,42.8,"Management, business, science, and arts",325228,271263,83.4,53965,16.6,10% - 25%,35804,11,2678,0.8,1300,0.4,6423,2,269,0.1,480,0.1,7011,2.2,250543,123519,49.3,127024,50.7,West Region,Mountain Division,193897,82624,92170,19103,Dem
281,08071,CO,"Las Animas County, Colorado",9671,2,10335,4,10184,0,10420,548,10989,441,0.020676109,0.038688461,0,0,3.858267717,0.020676109,Less than 1%,0.783526457,Less than 1%,15507,9181,6326,Urban,10360,18.9,14322,4.6,11945,7.8,6090,42808,"$35,000 - $50,000",14.3,6256,29.6,"Management, business, science, and arts",14322,7575,52.9,6747,47.1,More than 25%,6060,42.3,119,0.8,291,2,110,0.8,0,0,3,0,164,1.1,11318,5869,51.9,5449,48.1,West Region,Mountain Division,6693,3656,2614,423,Rep
282,08073,CO,"Lincoln County, Colorado",3185,67,3275,0,3053,95,3185,84,3244,61,2.060270603,0,3.017789072,0,1.845688351,1.845688351,1% - 5%,1.384749605,1% - 5%,5467,0,5467,Rural,4079,13.7,5515,3.6,4564,4.2,1502,40438,"$35,000 - $50,000",17,1365,38.2,"Management, business, science, and arts",5515,3693,67,1822,33,More than 25%,1176,21.3,461,8.4,79,1.4,12,0.2,23,0.4,1,0,70,1.3,4255,2743,64.5,1512,35.5,West Region,Mountain Division,2402,1873,399,130,Rep
283,08075,CO,"Logan County, Colorado",11751,428,12358,2,12435,92,13245,62,13109,437,3.514245833,0.01618123,0.734413666,0,3.226044589,0.734413666,Less than 1%,1.498177064,1% - 5%,22709,16088,6621,Urban,14675,16.7,21862,4.1,18162,6.9,8029,43340,"$35,000 - $50,000",16.3,10511,25.5,"Management, business, science, and arts",21862,17151,78.5,4711,21.5,10% - 25%,3350,15.3,480,2.2,405,1.9,211,1,16,0.1,0,0,249,1.1,16876,9409,55.8,7467,44.2,West Region,Mountain Division,9702,7272,1843,587,Rep
284,08077,CO,"Mesa County, Colorado",98433,71,107330,312,109038,6,116248,1901,120225,2817,0.072078291,0.289849687,0.005502366,0,2.289462135,0.072078291,Less than 1%,0.531378496,Less than 1%,146723,128124,18599,Urban,99979,26.1,148166,3.6,118342,8.7,59501,50070,"$50,001 - $75,000",16.3,68258,32.1,"Management, business, science, and arts",148166,121513,82,26653,18,10% - 25%,20788,14,944,0.6,794,0.5,904,0.6,153,0.1,259,0.2,2811,1.9,112008,55186,49.3,56822,50.7,West Region,Mountain Division,74876,48129,20958,5789,Rep
285,08079,CO,"Mineral County, Colorado",807,0,836,20,809,66,838,7,852,37,0,2.336448598,7.542857143,0,4.161979753,2.336448598,1% - 5%,2.808257099,1% - 5%,712,0,712,Rural,713,42.5,793,0,734,2.1,409,49125,"$35,000 - $50,000",8.2,325,39.1,"Management, business, science, and arts",793,670,84.5,123,15.5,10% - 25%,115,14.5,5,0.6,0,0,0,0,0,0,0,0,3,0.4,730,363,49.7,367,50.3,West Region,Mountain Division,652,344,237,71,Rep
286,08081,CO,"Moffat County, Colorado",8899,4,9509,1,9470,1,10040,30,10231,399,0.044928676,0.010515247,0.010558547,0,3.753527752,0.010558547,Less than 1%,0.763906044,Less than 1%,13795,10021,3774,Urban,8676,18.9,13034,6.3,10035,4.5,4927,53664,"$50,001 - $75,000",11.1,6338,26.8,"Management, business, science, and arts",13034,10672,81.9,2362,18.1,10% - 25%,1904,14.6,109,0.8,61,0.5,91,0.7,84,0.6,9,0.1,104,0.8,9283,4715,50.8,4568,49.2,West Region,Mountain Division,6510,5293,874,343,Rep
287,08083,CO,"Montezuma County, Colorado",17947,0,19418,1,18681,1793,20042,305,20205,1092,0,0.005149596,8.757448471,0,5.127482744,0.005149596,Less than 1%,2.778016162,1% - 5%,25535,8380,17155,Rural,18206,27,26006,2.6,20785,6.5,10305,41622,"$35,000 - $50,000",18.7,11104,32.4,"Management, business, science, and arts",26006,19049,73.2,6957,26.8,More than 25%,3149,12.1,39,0.1,2988,11.5,53,0.2,12,0,9,0,707,2.7,19829,9673,48.8,10156,51.2,West Region,Mountain Division,12706,7771,3920,1015,Rep
288,08085,CO,"Montrose County, Colorado",25791,6,27447,188,26240,251,27529,1393,28575,852,0.023258518,0.680296725,0.947491601,0,2.895300234,0.680296725,Less than 1%,0.909269416,Less than 1%,41276,22706,18570,Urban,28950,23.8,40866,7,32784,8.6,16587,43890,"$35,000 - $50,000",18,17012,31.1,"Management, business, science, and arts",40866,31204,76.4,9662,23.6,10% - 25%,8255,20.2,212,0.5,218,0.5,264,0.6,196,0.5,85,0.2,432,1.1,30047,14683,48.9,15364,51.1,West Region,Mountain Division,21070,14303,5438,1329,Rep
289,08087,CO,"Morgan County, Colorado",14433,0,15426,0,15096,711,16066,753,16951,426,0,0,4.498007212,0,2.451516372,0,Less than 1%,1.389904717,1% - 5%,28159,18994,9165,Urban,18182,16.1,28288,12.2,21494,5.5,10493,49495,"$35,000 - $50,000",10.7,13291,23.8,"Management, business, science, and arts",28288,16953,59.9,11335,40.1,More than 25%,9958,35.2,834,2.9,110,0.4,143,0.5,3,0,0,0,287,1,18400,8989,48.9,9411,51.1,West Region,Mountain Division,11888,8104,3128,656,Rep
290,08089,CO,"Otero County, Colorado",11888,0,12464,1,11167,565,11975,243,12442,307,0,0.008022463,4.815888169,0,2.408032003,0.008022463,Less than 1%,1.446388527,1% - 5%,18831,12352,6479,Urban,12348,17.1,18440,6.2,14639,10.1,7449,34477,"Less than $35,000",23.1,7241,33.7,"Management, business, science, and arts",18440,10102,54.8,8338,45.2,More than 25%,7613,41.3,86,0.5,121,0.7,184,1,140,0.8,57,0.3,137,0.7,13319,6345,47.6,6974,52.4,West Region,Mountain Division,5038,2988,1719,331,Rep
291,08091,CO,"Ouray County, Colorado",4076,2,4401,1,4287,0,4459,186,4661,104,0.049043649,0.022716947,0,0,2.182581322,0.022716947,Less than 1%,0.450868384,Less than 1%,4436,0,4436,Rural,3762,54.5,4651,3,4087,6.4,2166,62800,"$50,001 - $75,000",9.2,2377,50.7,"Management, business, science, and arts",4651,4261,91.6,390,8.4,5% - 9.9%,297,6.4,0,0,15,0.3,30,0.6,0,0,0,0,48,1,3948,1868,47.3,2080,52.7,West Region,Mountain Division,3287,1337,1690,260,Dem
292,08093,CO,"Park County, Colorado",12172,994,13064,0,13016,720,15339,314,14978,712,7.549749354,0,5.241700641,0,4.537922243,4.537922243,1% - 5%,3.465874448,1% - 5%,16206,0,16206,Rural,12809,30.5,16440,4.2,14085,4.3,7398,61675,"$50,001 - $75,000",6.3,8816,36.3,"Management, business, science, and arts",16440,14800,90,1640,10,10% - 25%,921,5.6,0,0,116,0.7,179,1.1,133,0.8,39,0.2,252,1.5,13328,7031,52.8,6297,47.2,West Region,Mountain Division,10245,6053,3351,841,Rep
